,Kommune,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom,antal_apo,År
134,269,40.84,0.1957545075,0.23439026559999998,228943.53887,0.5207434746,0.8272096106999999,0.9146249276999999,22518,1844687.469,0,2,2017
136,270,45.43,0.2590193367,0.1914986535,192336.31489,0.4888732326,0.7809157606,0.9191487294,41217,1153381.213,0,3,2017
139,306,47.49,0.2991566666,0.1655835323,153834.26562,0.4312900883,0.7062913345999999,0.9334382186,33083,721726.36289,0,2,2017
141,316,42.01,0.2040911204,0.21013482100000003,188132.32006,0.48333168740000004,0.7476104490000001,0.9049983776,70983,1148705.3272,0,4,2017
145,320,43.26,0.2173828828,0.1976258336,183017.82257000002,0.4935799662,0.7649151096,0.9209905987,36139,1317857.1294,0,3,2017
148,326,43.85,0.2332693643,0.1954595566,172811.2734,0.4552313575,0.7188237819,0.9252049809,48982,885653.47011,0,3,2017
151,329,40.77,0.1790096597,0.21236910050000002,193919.21162000002,0.5121263231000001,0.7707776079,0.8706525531999999,34473,1191400.1185,0,2,2017
153,330,42.28,0.2120099281,0.192799615,170392.93225,0.4699665026,0.7211071337,0.8860452723000001,78968,981468.18635,0,5,2017
158,336,44.73,0.2428389141,0.1892902715,186591.04823,0.49330101369999996,0.7721204595000001,0.9260907889,22727,1026384.0675,0,2,2017
160,340,42.69,0.2072533621,0.2108935252,188091.42820999998,0.48874717409999996,0.7616258843000001,0.9347774741,29669,1222444.2676,0,3,2017
163,350,42.76,0.21845047920000002,0.22171797850000002,212867.85097,0.508159779,0.8089552239,0.9303238469,27544,1187491.5578,0,1,2017
164,360,47.36,0.2864322805,0.1640464961,140027.26986,0.3952872713,0.6363281419,0.9164063059,41982,1341594.4385,0,5,2017
169,370,42.23,0.2082640044,0.200680026,179069.78979,0.4812046418,0.7386714044,0.9103039378,82938,975039.93241,0,6,2017
175,376,45.43,0.25918424019999997,0.1756154135,153162.19714,0.4376779811,0.6942345003,0.9193807076999999,61219,796732.45267,0,7,2017
182,390,45.47,0.2600950376,0.181330961,157750.26950999998,0.4410116021,0.7060058309,0.9263894320999999,46087,817090.98642,0,5,2017
187,400,47.38,0.2848960436,0.1676675414,150217.63899,0.43713180450000005,0.7090934281999999,0.9334782937999999,39632,811706.04163,0,3,2017
190,410,43.34,0.22551688039999998,0.2080345459,189218.37052,0.4905482289,0.7727546156999999,0.9305209617,38210,1129875.3919,0,4,2017
194,420,43.42,0.2246660859,0.20622822300000002,168884.05728,0.468859766,0.7399463807,0.9303795935,41328,1196139.1963,0,6,2017
200,430,43.89,0.2362426265,0.2032171686,164628.23273,0.4641836596,0.7399944509999999,0.9323328733,51536,1083969.3535,0,2,2017
202,440,44.41,0.24549587469999998,0.1972554302,170158.48820999998,0.4584035738,0.7401890359000001,0.920473702,23756,1062183.5781,0,2,2017
204,450,43.86,0.2357954545,0.2008304196,159794.66327000002,0.4444131808,0.7158385093,0.9150253236,32032,960056.43948,0,4,2017
208,461,38.98,0.1693814616,0.18792871690000001,167580.13955999998,0.4671133428,0.6793068926000001,0.837636677,202348,1323325.4951,0,15,2017
223,479,43.38,0.2269583291,0.1938566902,166098.18216,0.4503557596,0.7008038633,0.9190028495,58698,1170314.9526,0,6,2017
229,480,43.44,0.22221845780000002,0.20378777609999998,170779.03388,0.4810779622,0.7515674908,0.9262464786,29516,832884.8804,0,3,2017
232,482,50.09,0.3297207499,0.14476702789999998,134753.87537,0.4063044511,0.6670182311,0.9293521305,12641,679217.97016,0,2,2017
234,492,51.24,0.3531887342,0.13855616699999998,134566.58187999998,0.409039365,0.6926020408,0.9303418111,6178,600640.5161100001,0,1,2017
235,510,42.95,0.21918053,0.200561085,169292.55472000001,0.4727630637,0.7387229056999999,0.8979241231,55963,1183345.5331,0,5,2017
240,530,41.9,0.2045917982,0.2147496413,185837.28449000002,0.5079503294,0.7809790756999999,0.8833194518,26482,1118601.8344,0,2,2017
242,540,43.73,0.23686537170000002,0.1961018084,171315.55394,0.45350725340000003,0.728857251,0.8679227559,74650,994670.2594399999,0,8,2017
250,550,44.22,0.23585779710000002,0.19429811789999998,162471.81257,0.4711283303,0.7307441557,0.894623713,37777,800264.32869,0,5,2017
255,561,41.44,0.1987038058,0.1997638582,180530.09969,0.48606960880000005,0.7369977462,0.8925295794,116032,1213783.4899,0,10,2017
265,563,48.75,0.3299029697,0.1828873861,170959.23810999998,0.44791053560000005,0.7530193237,0.9078869923,3401,827908.01506,0,1,2017
266,573,42.6,0.2158406394,0.2098169022,176791.15882,0.5089043825,0.7829616012,0.9062151394,50301,1293786.5893,0,5,2017
271,575,41.79,0.2044160209,0.2190271683,176991.24095,0.5068028801,0.7841802415000001,0.8980970638,42844,1012133.1969,0,5,2017
276,580,43.28,0.22609961239999998,0.203320415,168154.49735,0.4687054753,0.741402372,0.863779768,59089,1423144.4267,0,5,2017
281,607,41.78,0.2032692982,0.20576316100000003,181214.73796,0.4725008783,0.7310067025,0.8895155939,51326,1145653.8501,0,5,2017
286,615,39.8,0.1790441751,0.2144913949,181748.22504000002,0.4948541256,0.7496819631999999,0.8608600322,89598,1201985.2468,0,7,2017
293,621,40.37,0.1852023996,0.2159109334,190056.62300000002,0.5044741518,0.7680692935,0.8781254062,92515,1429014.1259,0,5,2017
298,630,40.54,0.1871648852,0.2199229017,194454.23889,0.5057983865,0.7744437701000001,0.8762279323000001,114140,1390451.8183,0,9,2017
307,657,40.49,0.18821633440000002,0.21604138260000003,179918.3319,0.5078933104,0.7697860811,0.8911762048999999,88733,1309202.8852,0,7,2017
314,661,40.87,0.19872299629999998,0.21762128109999998,176199.74930999998,0.5046043042,0.7798337592,0.9129383521,58418,1148181.5473,0,4,2017
318,665,45.03,0.2482491432,0.1869567377,178566.52129,0.4921124658,0.7707764167,0.9285394376999999,20133,1061288.4241,0,2,2017
320,671,44.17,0.2456511519,0.1995298543,163128.40492,0.4639223813,0.741472934,0.909523361,21270,900513.1720299999,0,1,2017
321,706,44.32,0.2433832533,0.1995149289,177331.5241,0.4821580289,0.7633406742000001,0.9231568017,42468,1031918.7066,0,4,2017
325,707,44.12,0.2359347593,0.18024975780000002,163122.08795,0.47273300409999996,0.7215719815999999,0.9176999054,38197,911126.3407200001,0,2,2017
327,710,40.15,0.18336060989999997,0.24470178780000001,197538.16685,0.5180727891,0.8197910621,0.927999336,48271,1664333.0212,0,4,2017
331,727,42.97,0.22416688769999998,0.2141783789,182051.4062,0.48681352780000003,0.7779270026999999,0.9189308985,22626,1965152.6402,0,1,2017
332,730,41.35,0.1996336437,0.2025543174,173079.34104,0.4830600981,0.7361890945999999,0.9119696398,98265,1100662.7135,0,10,2017
342,740,40.89,0.19243892899999998,0.22433278280000002,193739.41455,0.5043484886,0.7814668358,0.9191583851,92024,1420332.4592,0,5,2017
347,741,50.81,0.33629032259999997,0.1510752688,148575.29132000002,0.4500403986,0.7379201681,0.9054672771,3720,656831.80473,0,1,2017
348,746,39.77,0.17644461890000002,0.251528827,209040.43266,0.5179396442,0.8173649267,0.9310593401,61158,1520632.7852,0,6,2017
354,751,37.14,0.14454748679999999,0.18578466079999997,188941.30564,0.5066775158,0.7065564176000001,0.8340585734999999,340421,1870296.8596,0,22,2017
376,756,41.15,0.1972032726,0.22322837510000001,176572.59877,0.4987712596,0.7654217373000001,0.8880994671,41191,1376930.3134,0,4,2017
380,760,42.44,0.2172090168,0.215963512,176821.56865,0.5058105804,0.7836404243,0.9012992493,57005,963050.59745,0,4,2017
384,766,41.63,0.198536983,0.2259524627,189365.33515,0.5203000408,0.8096677865,0.9276334172,46616,1179908.6398,0,4,2017
388,773,44.85,0.2528029638,0.1896265965,155900.53287999998,0.46857756729999994,0.7423366614,0.9419405244,20514,995939.68697,0,2,2017
390,779,43.3,0.2277302088,0.1973003713,168290.59489,0.48586720549999995,0.7555514019,0.9324420179,46599,855591.28893,0,7,2017
397,787,43.47,0.2296184463,0.20022417420000002,166305.59063,0.48798313740000004,0.7549003856000001,0.9196966573,43716,807597.0804600001,0,3,2017
400,791,41.03,0.1940381698,0.2199869946,180011.03611,0.4999844793,0.7647038051,0.9125769569,96883,1275183.4338,0,8,2017
408,810,42.44,0.2162638816,0.2170079087,171048.63545,0.4730185032,0.7506449258,0.932753383,36289,1145541.6513,0,3,2017
411,813,45.46,0.2554705687,0.1777020286,164719.12382,0.4551962972,0.7230168287000001,0.9234124737999999,60140,1188399.537,0,5,2017
416,820,43.19,0.22732516030000002,0.2040936771,165000.49396,0.47824917270000006,0.7529333838,0.9125393451999999,37277,685130.13464,0,4,2017
420,840,40.91,0.191470815,0.2373353002,196043.51522,0.513651476,0.8106964443000001,0.9432783692,29827,1375911.6131,0,3,2017
423,846,43.22,0.2194421365,0.1988605341,174281.04214,0.484875868,0.7508992806,0.9257823647,42125,832330.2103899999,0,3,2017
426,849,43.38,0.23401832390000002,0.20658419170000003,163719.2499,0.4689290436,0.7473713465,0.9402431753,38638,833673.9843,0,4,2017
430,851,39.37,0.1767295067,0.1829807359,178938.88564000002,0.48401732119999996,0.7058055620999999,0.8927004762,213558,1275728.2820000001,0,16,2017
446,860,43.43,0.22622860379999998,0.1962394839,171927.66175,0.4738876363,0.7362777365000001,0.9186797344,65257,1061352.1325,0,6,2017
0,101,35.45,0.10292683400000001,0.1753854643,219838.0219,0.5566014163,0.7398090288,0.7489703045,623404,2161067.0749,0,35,2018
35,147,39.31,0.17053674489999998,0.17677953059999998,247917.78921999998,0.5391114164999999,0.7787391291,0.8163800528,103960,2496938.6731,0,10,2018
45,151,41.71,0.20696273059999998,0.212245656,195141.23210999998,0.4788505272,0.7643919448000001,0.8329336366,48458,1740756.3302,0,5,2018
50,153,40.98,0.1917394129,0.20956578239999998,168886.78874000002,0.4570037093,0.7095310136,0.6667327349000001,35397,1833445.3267,0,3,2018
53,155,43.83,0.24386825510000001,0.226419061,245042.36065,0.4908121756,0.8264265854999999,0.9150652265000001,14270,2653095.4189,0,1,2018
54,157,41.68,0.2022986059,0.22403426629999998,338035.82315,0.5036107589,0.7825499604,0.8397250217,75176,3844003.3085,0,5,2018
59,159,39.25,0.16587017980000002,0.21950029420000003,211521.59771,0.5128164511,0.7738708770999999,0.7844532128,69681,1810185.4519999998,0,3,2018
62,161,40.9,0.1875746186,0.20176873760000003,199850.15247,0.5065194252,0.7727602729999999,0.7969664715000001,22615,1687594.8401,0,2,2018
64,163,40.63,0.1897102758,0.2230945599,192849.01512999999,0.4900494051,0.7722508438,0.8106255654000001,28786,1776906.4429,0,1,2018
65,165,39.39,0.18065071559999998,0.2182444309,169591.5635,0.47008270409999997,0.7212722706999999,0.7100323625,27877,1590048.2595,0,1,2018
66,167,39.47,0.1704358245,0.22036468469999998,194469.0123,0.5000093824,0.7675206306,0.7984837965,53416,1684646.1578,0,5,2018
71,169,39.72,0.17424929960000002,0.2157795052,187497.30845,0.4973207047,0.7539448531,0.7052775196,50686,1372968.4185,0,6,2018
77,173,41.11,0.19634343070000002,0.21426778989999998,260844.10138,0.5049067184,0.7814264351000001,0.8529242604,55790,2422822.3213,0,5,2018
82,175,40.29,0.18083990809999997,0.21337261559999998,194871.05438,0.4987609822,0.7734594416,0.7997797301999999,40052,1657817.0876,0,3,2018
85,183,38.48,0.1606816003,0.22291466920000003,169250.17820999998,0.47766022560000004,0.7246099291,0.5973594474,22946,1459692.955,0,1,2018
86,185,40.98,0.186906756,0.22103573420000003,202408.91146,0.5032046053,0.7915322263,0.8633789358,42984,1954548.9142,0,5,2018
91,187,39.15,0.185901285,0.2406028582,207716.41001,0.5103282144,0.8205774278,0.7320686540000001,16654,1506783.3024,0,1,2018
92,190,41.9,0.2133482675,0.23433733469999998,247564.55961,0.495802216,0.8126740024,0.8427783472,41069,2137788.445,0,2,2018
94,201,41.63,0.2047492786,0.24268891829999997,250955.06600999998,0.519703183,0.8493111975,0.9065026362,25646,1999652.5956,0,2,2018
96,210,43.03,0.22695313460000002,0.2148509273,220063.60486999998,0.4907402859,0.7788436152,0.8199882104,40819,1941601.5303,0,4,2018
100,217,44.08,0.2368341138,0.19649335910000001,203734.42061,0.4846563896,0.7642058292,0.8668939794,62567,1849084.3177,0,7,2018
107,219,40.97,0.1885760226,0.2207733637,222197.56420999998,0.5219674323,0.8043174096,0.8742330081999999,50998,1695716.6867,0,3,2018
110,223,45.56,0.2746031111,0.20778182109999999,290520.5962,0.48115779350000004,0.80452643,0.8867864015000001,25007,2818707.1268,0,3,2018
113,230,42.89,0.2289900724,0.2273089242,299191.96409,0.4901156285,0.7959670567,0.8728086534999999,56509,2954755.5644,0,3,2018
116,240,40.74,0.1869158879,0.2376139379,230490.81225999998,0.5289319222,0.8428382229000001,0.9045847390999999,43335,1638549.4755,0,2,2018
118,250,43.82,0.2338304068,0.2025059561,200263.71129,0.5016567995000001,0.7995926042,0.9183308297,45332,1047606.8697,0,5,2018
123,253,41.98,0.21226649690000002,0.2187319713,212178.3367,0.5045134807,0.8071078431,0.8421776298999999,50267,1898795.3282,0,5,2018
128,259,41.51,0.19891223730000002,0.21155335809999998,201642.21005,0.5060587051,0.7827522525,0.8794862481999999,60675,1467404.9188,0,6,2018
134,260,45.31,0.2579706437,0.18166991780000002,183622.60377000002,0.4812988344,0.7722545995000001,0.8886255923999999,31271,1038660.3799,0,2,2018
136,265,41.21,0.1954622789,0.20929011039999998,221540.94178000002,0.5131201007,0.7909592570999999,0.8962178864,87577,1775354.8006,0,7,2018
143,269,40.79,0.1963581184,0.2354649902,230363.46310999998,0.522311536,0.8310268369,0.9125353031,23065,1782662.7218,0,2,2018
145,270,45.76,0.2627988834,0.1879111543,195198.77655,0.4963766354,0.7939796370000001,0.9175623754000001,41195,1202383.4683,0,3,2018
148,306,47.79,0.30574844510000004,0.1626109534,155680.38301,0.4391401621,0.7263008245999999,0.9325795137999999,33122,793269.44917,0,2,2018
150,316,42.27,0.2088867694,0.20775067670000003,190442.78757000001,0.4936783547,0.7639978817,0.9022392673,71297,1184326.5483,0,4,2018
154,320,43.46,0.2201681593,0.19549201649999998,187312.40002,0.4995605361,0.7722977103,0.9183970556000001,36513,1078567.8382,0,3,2018
157,326,44.2,0.2384092356,0.1921694296,175596.2565,0.45973582420000003,0.7255199307,0.9253970867,48681,824626.61045,0,3,2018
160,329,40.87,0.17992800579999998,0.20921526280000002,196946.1753,0.5171637267,0.7778670701,0.8643358259,34725,1374891.5059,0,2,2018
162,330,42.49,0.2152947277,0.18990047170000002,173000.34225,0.47510830740000004,0.7288615463,0.8826480201000001,79073,958087.8926299999,0,7,2018
169,336,44.96,0.2470371346,0.187033623,191714.96852,0.4983496897,0.7829300551999999,0.9223694054000001,22782,1332498.628,0,2,2018
171,340,42.82,0.2092914125,0.21019642019999998,189079.86355,0.49541715630000005,0.7718019894,0.9332885681,29834,1272503.6373,0,3,2018
174,350,42.89,0.2200540054,0.219729973,215842.11383000002,0.5117897318,0.8141928843,0.9282520911,27775,1360126.9398,0,1,2018
175,360,47.61,0.2913853178,0.160831431,141340.17918,0.3998122156,0.6481188467,0.9140766064,41615,1190966.7931,0,6,2018
181,370,42.46,0.2120109409,0.1974189972,181996.9561,0.48948118450000005,0.7514826781999999,0.9098594270999999,82991,1108313.3015,0,6,2018
187,376,45.7,0.264254062,0.17296898079999998,155545.33875999998,0.44129587929999997,0.7007857915000001,0.9172734595,60930,912150.3809999999,0,7,2018
194,390,45.92,0.2673520168,0.17712152960000002,161691.44408,0.4482886742,0.7195846281,0.9266949337999999,45816,806564.3046800001,0,5,2018
199,400,47.53,0.2900535732,0.166582432,150719.02917,0.434540531,0.7095271371999999,0.9316680586,39572,710295.20508,0,3,2018
202,410,43.54,0.2292428605,0.2052499157,189500.5932,0.4957138404,0.7819559229,0.9270833333,38553,1173675.078,0,5,2018
207,420,43.6,0.2284043482,0.2034358925,171175.80602000002,0.47330805130000003,0.7489197861,0.9278247764,41212,1255392.4491,0,6,2018
213,430,44.04,0.23881951010000002,0.2015479936,167687.24422,0.46998762380000003,0.7495681614,0.9293200804,51809,914797.32952,0,2,2018
215,440,44.76,0.2514617423,0.1942960501,173069.09722999998,0.4643504659,0.7547758581,0.9169793819,23773,1058695.7876,0,2,2018
217,450,44.12,0.23893639600000002,0.1974595843,164953.10882,0.450816084,0.7273736197,0.9128259646,32042,1053966.1572,0,4,2018
221,461,39.02,0.1702157879,0.18589297780000003,172200.13659,0.4755636053,0.6903557168000001,0.8323835608,204182,1349531.2029,0,16,2018
237,479,43.6,0.23346814789999998,0.1927677947,168065.55432,0.4563018739,0.7168358209000001,0.9199281253,58599,1225135.9673,0,6,2018
243,480,43.7,0.22604654300000002,0.2000808271,174383.0392,0.4845426932,0.7580749544,0.9218697266,29693,1124082.9362,0,3,2018
246,482,50.32,0.33710191079999996,0.140843949,136319.19008,0.41695915759999996,0.6899449878,0.9231014678,12560,644442.56819,0,2,2018
248,492,51.67,0.3621657313,0.1363486299,136350.41767999998,0.4208698528,0.7155115512000001,0.9272366462999999,6058,841435.14118,0,1,2018
249,510,43.26,0.22541489879999999,0.19814884440000002,172017.80195,0.4782499507,0.7506143653,0.8940570793000001,55857,1306825.0927,0,5,2018
254,530,42.01,0.20676705850000002,0.2121746968,187338.91913,0.5115622175,0.7861818653,0.8734181983,26629,1195344.6906,0,2,2018
256,540,43.97,0.23984388620000002,0.1933852818,172857.99917999998,0.45946926439999997,0.7380235618000001,0.8638763856,74561,906008.59699,0,8,2018
264,550,44.45,0.2413068348,0.19176843059999998,161742.95045,0.47787941009999996,0.7428800075,0.8903437425,37587,1026042.4977,0,5,2018
269,561,41.69,0.20413827690000003,0.19895894579999998,184054.51494000002,0.49330908149999997,0.7527307542,0.8913429475,115652,1195549.8943,0,10,2018
279,563,49.09,0.3398942421,0.18125734429999998,170289.30762,0.4510150044,0.7698461538,0.9132097676,3404,983790.9189299999,0,1,2018
280,573,42.85,0.2203115961,0.2058289613,177532.54458,0.5143702282,0.7907656952,0.9038653715,50129,1079516.3886,0,5,2018
285,575,41.92,0.20665842329999998,0.2160138114,179469.37762,0.5139830707,0.7935685067,0.8952438853,42863,1137154.7823,0,5,2018
290,580,43.5,0.231303464,0.2002371475,169543.14123,0.47563419020000003,0.7526428955,0.8596291643,59035,991472.63209,0,5,2018
295,607,42.01,0.20648686489999998,0.20358955410000001,184063.49113,0.4778780027,0.7421410646,0.8860488223,51427,1225318.9008,0,6,2018
301,615,39.96,0.1815204161,0.2133893991,186074.8371,0.5037879208,0.7633508045,0.8580112029000001,90370,1211862.5143,0,7,2018
308,621,40.62,0.1885717977,0.2139235464,193082.76815999998,0.5093584042,0.7767260378,0.8744009326000001,92893,1203798.2886,0,8,2018
316,630,40.74,0.1898806932,0.21717321260000003,198441.55309,0.513684284,0.7856092035,0.8714829296,114830,1286254.3663,0,10,2018
326,657,40.73,0.1928090241,0.2138398731,184473.7857,0.5131398048,0.779026715,0.8876693187000001,88917,1223067.3863,0,8,2018
334,661,41.15,0.2040715165,0.2149254752,177602.99683,0.5092898607999999,0.7908333087999999,0.9108858331999999,58504,1097459.7653,0,4,2018
338,665,45.35,0.2553255326,0.18501850190000002,173637.94094,0.49739609409999996,0.7812360254,0.9254882323,19998,874098.07,0,2,2018
340,671,44.66,0.2542212553,0.1937284208,164609.9479,0.47080274689999996,0.7521873392,0.9048070092,21143,854509.83791,0,1,2018
341,706,44.5,0.2488776655,0.19771791989999998,178285.58424,0.4857176333,0.7739476581999999,0.9222495606000001,42768,1085888.1897,0,4,2018
345,707,44.57,0.2425955414,0.17868895969999998,164974.23973,0.476371465,0.7308222324,0.9148681693,37680,905455.7771,0,2,2018
347,710,40.39,0.1864638029,0.242030843,201696.59162,0.5233658405,0.8287162774,0.9239704329,48374,1237859.5042,0,4,2018
351,727,43.22,0.22915104739999997,0.2130981257,185984.82978,0.49427725479999995,0.7924423670999999,0.9190419373000001,22675,1430394.3008,0,2,2018
353,730,41.6,0.20271885120000002,0.2006148567,177336.54865,0.48908873270000003,0.7450677911,0.9096712808,97909,1185309.203,0,11,2018
364,740,41.06,0.1954134159,0.2224192404,197696.13143,0.5107262413,0.7933252023999999,0.9180973704000001,93054,1460114.1473,0,6,2018
370,741,51.09,0.3433767644,0.1490228013,148244.65865,0.4474400871,0.74650913,0.9095860565999999,3684,708755.69223,0,1,2018
371,746,39.88,0.1792525898,0.25058895670000003,212425.62915999998,0.5216217527,0.8249468462,0.9290806512,61974,1467784.7763,0,6,2018
377,751,37.15,0.1456540373,0.18419086559999998,193949.16907,0.5108680495,0.7132445654,0.831125443,345332,2192706.9469,0,23,2018
400,756,41.38,0.2012741631,0.22137977809999998,179131.77022,0.5032068413,0.775529095,0.8830960595,41282,1084315.0309,0,4,2018
404,760,42.61,0.2210258212,0.2145090462,177067.83138,0.5101006546,0.7909991896999999,0.8960547617,56930,1026686.7226,0,4,2018
408,766,41.9,0.20170278309999998,0.22215329329999997,194173.43232999998,0.5258749946,0.8158638120999999,0.9227605706,46747,1228979.0787,0,4,2018
412,773,45.09,0.2578542371,0.1889428025,155783.26555,0.4719481667,0.7518176981999999,0.9403131596,20403,1078047.7222,0,2,2018
414,779,43.7,0.2333636206,0.1931464174,169747.83612,0.48861790380000003,0.7604697708,0.9296714245000001,46224,916265.4464,0,7,2018
421,787,43.62,0.2346999542,0.20066422350000002,167239.99378,0.49265515979999996,0.7666138276000001,0.9170721631000001,43660,889960.12919,0,3,2018
424,791,41.25,0.19868606670000002,0.2181994172,183145.71953,0.5024677846,0.7715576020999999,0.9098277714,97113,1225915.4412,0,10,2018
434,810,42.56,0.2187792136,0.2160021996,170559.95165,0.47727773490000003,0.7594387879000001,0.9291891594,36370,864302.50751,0,4,2018
438,813,45.74,0.2610899028,0.1762048444,165398.40847,0.4624616104,0.7376359379999999,0.9180130859000001,59987,1038003.0077,0,5,2018
443,820,43.5,0.23234826649999998,0.2003717572,166023.22868,0.485768296,0.763927245,0.9092087497,37121,960791.3972299999,0,4,2018
447,840,40.93,0.19350849039999998,0.23883540579999998,199586.39944,0.5166230981000001,0.8187131051000001,0.9432267578,29916,1154222.8843,0,3,2018
450,846,43.51,0.22539531570000002,0.1972892641,177052.87973,0.48940677969999996,0.7608937626000001,0.922705199,42055,911495.17265,0,3,2018
453,849,43.69,0.2392875715,0.20322412899999998,166061.77609,0.47939782259999997,0.7656235404,0.9392873887000001,38460,962701.80336,0,4,2018
457,851,39.46,0.1780114439,0.18137865050000002,182117.68050999998,0.4916678695,0.7167658621999999,0.8910001815999999,215312,1263168.4799,0,20,2018
477,860,43.69,0.2313307044,0.1951751334,170647.52008,0.483360704,0.7558663894,0.9194063148999999,64665,1131648.2459,0,7,2018
0,825,48.75,0.26693426989999997,0.17210235829999998,161042.72453,0.5098345707999999,0.7831559422,0.9494854761,1993,771991.59054,1,0,2008
1,825,49.35,0.279837481,0.1630269172,154751.18107,0.4806130228,0.7416816547,0.9515522725,1969,524023.91395,1,0,2009
2,825,49.76,0.29040533609999997,0.1590559261,154148.46297,0.47886615670000005,0.7401186218000001,0.9496599,1949,345159.07467,1,0,2010
3,825,50.66,0.3131259884,0.1549815498,155141.17777,0.47359009259999996,0.7347135512,0.9476072276999999,1897,536242.96142,1,0,2011
4,825,51.2,0.33224578579999997,0.145187602,154629.44211,0.4704032409,0.7280879242,0.9421390688,1839,644364.8167,1,0,2012
5,825,51.95,0.3484513274,0.1360619469,156009.18139,0.46736746380000005,0.7257436753000001,0.9365270421999999,1808,467556.56566,1,0,2013
6,825,51.74,0.34986072420000003,0.13704735380000002,154652.82084,0.46911165880000005,0.7315880187999999,0.9291684526,1795,789854.04777,1,0,2014
7,825,51.8,0.3566318107,0.1370390754,156511.19184,0.46874411850000003,0.7351120698,0.9235339982999999,1817,547791.16129,1,0,2015
8,825,52.28,0.3664249861,0.1344116007,158750.31588,0.47390065579999996,0.7459117118999999,0.9185571444,1793,489477.1492,1,0,2016
9,825,52.95,0.3801881572,0.1278361926,165000.49396,0.47824917270000006,0.7529333838,0.9125393451999999,1807,570316.1329600001,1,0,2017
10,825,53.05,0.3864894795,0.1295681063,166023.22868,0.485768296,0.763927245,0.9092087497,1806,556332.47403,1,0,2018
