,Kommune,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom,antal_apo,År
240,746,38.24,0.139820157,0.2671483272,197766.31395,0.5140735085,0.7970230436,0.9522437788,57717,1653504.6942,0,2,2010
242,751,36.85,0.1291211618,0.1984492983,179395.74035,0.4990350232,0.6995134637,0.8566218711,310956,1567267.7556,0,12,2010
254,756,39.42,0.1638608859,0.23987577329999998,167734.55385,0.49712182229999996,0.7530434783,0.9232156533,40571,1070022.8577,0,3,2010
257,760,40.23,0.1783426328,0.2393228629,167794.39235,0.5028738112,0.7707055442,0.9382087440000001,58068,1061046.834,0,4,2010
261,766,39.52,0.1648107873,0.25060896039999997,176658.63246,0.5121924644,0.7966474204,0.9552398178,45980,1079234.5776,0,3,2010
264,773,42.73,0.20620370370000002,0.21222222219999998,142690.0664,0.4536985539,0.6971073392,0.9618094179000001,21600,696364.8572,0,2,2010
266,779,41.0,0.1867836452,0.22271079059999999,159788.13487,0.47882117049999995,0.7346368715,0.9550941978,47986,1003659.8192,0,4,2010
270,787,41.52,0.189123934,0.22219514899999998,156256.24463,0.4847012359,0.7356187606,0.9460161086,45145,906194.16114,0,3,2010
273,791,39.53,0.1643885431,0.2352135875,175569.69227,0.503398662,0.7647940877,0.9442919633,93498,1140376.001,0,6,2010
279,810,40.94,0.1862583475,0.23149571100000002,158976.17191,0.4700778145,0.7358934923,0.9619884678,35789,935815.32345,0,2,2010
281,813,43.24,0.2113485774,0.19994803170000003,160379.46297,0.4600946603,0.710790135,0.9540523397,61576,885762.0212600001,0,5,2010
286,820,41.24,0.19031269809999998,0.22554405239999997,154148.46297,0.47886615670000005,0.7401186218000001,0.9496599,37864,818336.5345399999,0,4,2010
290,840,39.54,0.1628196268,0.250414651,178149.84007,0.5040335145,0.7858407079999999,0.962192293,28940,1001747.891,0,2,2010
292,846,41.01,0.181386827,0.2253124119,164629.52239,0.48388843119999997,0.7422680412,0.9503589501999999,42572,914663.9401299999,0,3,2010
295,849,41.53,0.18862468699999999,0.2270931764,160378.14492,0.476223722,0.7367303609,0.9637473172,38733,892730.34955,0,3,2010
298,851,39.1,0.1618973031,0.1983352411,173625.74919,0.4824143625,0.7063520157,0.9202831424,199188,1182470.7846,0,10,2010
308,860,41.43,0.18902411510000003,0.21981857300000002,158870.92783,0.47340585820000003,0.7262189841,0.9510607522,66473,1028624.2925,0,6,2010
0,101,35.55,0.1039358893,0.17646844550000002,193132.96591,0.5256724657,0.7025419352,0.780968585,549050,1702555.065,0,23,2011
23,147,38.91,0.1621513745,0.1717208003,218150.96664,0.5189916539,0.7372132183,0.83429018,100215,1853013.0389,0,5,2011
28,151,40.44,0.1940659249,0.22279868320000001,180434.38878,0.4609924636,0.7334478563,0.8650550093000001,47994,1653375.7835,0,3,2011
31,153,40.74,0.1848667997,0.21376598989999998,162060.16481,0.44820799060000005,0.6918644398999999,0.7315511162999999,34084,1608037.8424,0,2,2011
33,155,42.89,0.2188869413,0.2299883143,220379.76685,0.4894177957,0.8031632111,0.9310142805,13692,2809273.9045,0,1,2011
34,157,40.66,0.1823687752,0.2347762793,288221.12133,0.501839303,0.7797320132,0.8744710275,72814,3155955.2898,0,4,2011
38,159,39.15,0.1624887065,0.23002006030000002,195117.2722,0.4909755049,0.7502903307,0.8442200258,65303,1867026.7795,0,3,2011
41,161,40.55,0.18531177829999998,0.20304849879999998,190423.20627999998,0.4979393378,0.7614324652,0.8611715675,21650,3539021.3676,0,1,2011
42,163,40.8,0.18419272399999997,0.2191446182,182974.84665999998,0.4809053932,0.7502050603,0.8502937631999999,26608,1434139.5408,0,1,2011
43,165,37.78,0.152670112,0.2347473442,162175.67489000002,0.4546862618,0.6861661473,0.7366904402,27864,1704566.7087,0,1,2011
44,167,39.51,0.16899209489999997,0.2200592885,181586.02731,0.4873480379,0.7473356872,0.8449887142,50600,1736134.844,0,2,2011
46,169,38.64,0.1576090348,0.2332522202,181136.52252,0.4790394196,0.7263150694,0.780450689,48081,1282243.5517,0,2,2011
48,173,41.18,0.19368650350000002,0.21573303789999998,234613.17808,0.4896859635,0.7662582169,0.8854623891,53251,1990657.0592,0,3,2011
51,175,40.72,0.1868882683,0.2103408074,179166.28152000002,0.4818455856,0.7469494349,0.8464003476,36883,1854175.6565,0,1,2011
52,183,37.38,0.13705126380000002,0.2380139422,164050.29708,0.4618674269,0.6841865411,0.6637681159000001,21087,1507938.8181,0,1,2011
53,185,40.92,0.18062744530000002,0.21928993219999998,188452.73795,0.49434265270000005,0.7702439815000001,0.8952234956,41151,1777205.8927,0,2,2011
55,187,38.92,0.17082046,0.2430484037,205845.1683,0.5098686472999999,0.8010557184999999,0.8240836256,14565,1304735.1282,0,1,2011
56,190,40.87,0.1926888581,0.2506079544,229933.17255999998,0.48863457810000005,0.7918645662,0.8826271407999999,38243,2405550.5812,0,2,2011
58,201,40.05,0.1796364846,0.2631535166,236504.1009,0.5072041309,0.8267334129999999,0.9352044640999999,24043,2037219.0906,0,1,2011
59,210,41.04,0.1811702262,0.23748262350000002,212346.8304,0.49226327649999996,0.7668350902,0.8611948236,39565,1739282.8014,0,3,2011
62,217,41.82,0.20138877600000002,0.22256191760000002,185672.26626,0.470398383,0.7397957741,0.8865651692000001,61493,1638748.6358,0,4,2011
66,219,39.36,0.168226044,0.2461465054,205829.09523,0.5069418464,0.7917715906999999,0.9057031218000001,48203,1766876.6897,0,2,2011
68,223,44.2,0.2469525959,0.2209316643,269192.66666,0.47668968920000004,0.7880216382999999,0.9088554514,24365,3045760.8789999997,0,1,2011
69,230,41.99,0.21374702539999998,0.2394654951,263772.70366,0.4802020202,0.7847100767,0.8992102847,54630,2996571.3389,0,3,2011
72,240,38.74,0.1591066689,0.26288228399999997,217215.96624,0.5187339893,0.8237363911,0.9342335225,41821,1559965.7011,0,1,2011
73,250,41.49,0.1982185139,0.2283008231,188283.99784,0.4915866742,0.7813951656999999,0.9390852626,44345,1158451.8528,0,2,2011
75,253,40.43,0.1824913437,0.2382253556,202577.82385,0.5022360612,0.7852559481,0.8859190838,47942,1655917.1042,0,2,2011
77,259,39.75,0.1730155129,0.2389585914,186944.91474,0.48395104899999997,0.7524528751,0.9109615385,57307,2249633.8488,0,4,2011
81,260,42.71,0.2088766946,0.2101355713,168415.73899,0.45939217590000003,0.7279452664,0.9158745554000001,30980,1017100.5743,0,2,2011
83,265,39.92,0.1741703453,0.22396766780000002,203009.94879000002,0.49966851100000004,0.7637976609999999,0.9112814764,83137,1564460.28,0,3,2011
86,269,39.81,0.1683210437,0.248912838,213867.25201,0.5158113994,0.8035743298,0.9388846809,21156,1715081.3469999998,0,2,2011
88,270,43.13,0.2164618378,0.2151565155,185132.07899,0.4890051581,0.7699453078,0.9461980798999999,40603,1594505.6355,0,2,2011
90,306,45.4,0.24555759800000002,0.187254902,147414.55993,0.4322044297,0.6834279535,0.9565003987999999,32640,866600.9465,0,2,2011
92,316,40.26,0.1714614997,0.229820644,175762.17069,0.4865087271,0.7428151573999999,0.9261553120999999,69415,1595237.8861,0,3,2011
95,320,41.58,0.1848476218,0.2221589291,175178.6968,0.4828776896,0.74550178,0.9559956623,35110,1019321.4921,0,3,2011
98,326,42.11,0.19877858199999998,0.2159072216,162624.19614000001,0.4550117414,0.7086910626,0.9497177934000001,48632,1101192.6697,0,3,2011
101,329,39.37,0.1584170362,0.23180406,181626.02586,0.4967966153,0.75079255,0.9003022061,33153,1684634.285,0,1,2011
102,330,41.09,0.1888888889,0.2101797956,161784.53317,0.4621972868,0.7054982003,0.9128108115000001,77310,1238269.7279,0,4,2011
106,336,42.88,0.2080988332,0.21070693210000002,177071.15489,0.48903971380000005,0.7586533154999999,0.9571218931000001,21855,1563731.9781,0,1,2011
107,340,40.96,0.1800088456,0.2319259688,174592.75105,0.4798582237,0.7479434596,0.9573307886,29393,3136333.9392,0,3,2011
110,350,40.89,0.18176070219999999,0.24562056010000002,202541.76387999998,0.5072625698,0.8016125886,0.9556424581,26887,1205026.0963,0,1,2011
111,360,45.54,0.24530845910000001,0.1812294158,135021.95163,0.39701717119999996,0.6220636451,0.9396353337000001,45241,648099.89765,0,3,2011
114,370,40.86,0.18109662769999998,0.2177331753,169634.43949000002,0.4762540648,0.7272745961,0.9351607997,81012,1204059.3169,0,5,2011
119,376,44.11,0.2273028282,0.1883933907,146019.60318,0.43957787060000003,0.6845167188,0.9430578486,61913,1340561.8198,0,6,2011
125,390,43.84,0.2231464501,0.2031481967,150225.62464000002,0.4372335075,0.6947260117,0.9514573720999999,45804,1009169.7304,0,4,2011
129,400,45.34,0.2378277607,0.1883882527,141451.17396,0.432835459,0.6830474098,0.9569613501,41303,962708.1217,0,3,2011
132,410,41.65,0.1933425502,0.2292087632,170798.13245,0.47898577740000003,0.7478453242,0.9507803761,37612,1511508.5943,0,2,2011
134,420,41.71,0.1924812393,0.22841010539999998,161180.62112,0.468271229,0.7305943691,0.9626649268,41443,1235397.6557,0,3,2011
137,430,42.47,0.2085213518,0.21992834320000001,155784.30725,0.4583664682,0.7201411509000001,0.9562232093,51635,1587553.874,0,2,2011
139,440,42.45,0.21094439539999998,0.22014878329999998,162307.70496,0.44480464799999997,0.7040544540000001,0.9502357695999999,23793,1763220.7036,0,2,2011
141,450,42.43,0.20812424570000002,0.21415867370000002,155173.84091,0.4414093554,0.6948341309999999,0.9385314974,31486,1363283.1015,0,2,2011
143,461,38.64,0.15909399300000002,0.20334011789999998,160436.37581,0.4574062351,0.6707071038,0.8631862009000001,191610,1661812.1361,0,10,2011
153,479,41.91,0.1955218527,0.20911683829999997,156579.37156,0.4483590156,0.6898541571,0.9343606231999999,58551,1517375.9353,0,4,2011
157,480,41.69,0.1914422093,0.2255028981,160994.89217,0.46929644810000004,0.7282309539,0.9585382514,29330,1150988.4377,0,3,2011
160,482,48.28,0.28234305789999997,0.16144799140000002,129659.27427000001,0.40886511270000003,0.6488528644,0.9575085976000001,13094,830593.1102,0,2,2011
162,492,48.82,0.3022905365,0.1638034961,131943.80348,0.41279685369999997,0.6734636079999999,0.9491756164,6636,719672.68255,0,1,2011
163,510,41.19,0.191571154,0.21908592579999997,159344.101,0.4665632633,0.7180580762000001,0.9246403166,56188,1216883.9937,0,4,2011
167,530,40.45,0.18138825320000002,0.23451563690000002,171469.18180999998,0.5035138645,0.7744931328,0.9306775647,26220,1099342.1488,0,1,2011
168,540,41.89,0.2095303178,0.21515493989999998,156286.04792,0.44358879689999997,0.7049240428,0.8921752202,76094,1766986.2404,0,5,2011
173,550,42.47,0.203157383,0.2130337999,147555.32590999999,0.4686146354,0.7210078132,0.9229014482,39083,921218.58844,0,4,2011
177,561,40.16,0.1720498297,0.2133487386,169749.64328,0.4805793973,0.717690543,0.9129076063,115112,1156510.5834,0,5,2011
182,563,46.52,0.253152876,0.18886496460000002,171529.96323,0.4770416025,0.7426836001999999,0.9365177196,3251,1001159.468,0,1,2011
183,573,40.88,0.18626103239999997,0.23230330920000003,165883.70791,0.5060005192,0.7782890896,0.9378581841,50193,929998.8060799999,0,3,2011
186,575,40.15,0.1828444548,0.2390791165,160412.79844,0.49198988200000005,0.7689036491,0.9379801387000001,42785,1043080.2252,0,4,2011
190,580,41.62,0.1930536913,0.22035234899999998,157926.1446,0.4601015536,0.7159025788,0.8910653037,59600,1208601.0437,0,4,2011
194,607,40.43,0.1825154902,0.2201502202,171255.31934000002,0.46084144979999997,0.7083889928,0.9148970142,50193,1264045.7858,0,3,2011
197,615,38.98,0.1605899663,0.2230675375,170999.87085,0.48660377130000004,0.7286069748,0.895371558,83598,1216159.0391,0,6,2011
203,621,39.34,0.16636469380000002,0.2268040084,178018.50319000002,0.49428353659999996,0.7484028214,0.9077743902,89412,1316140.7925,0,4,2011
207,630,39.54,0.1684116977,0.2345840161,178661.54847,0.49488925170000003,0.7558502461,0.9125143768999999,108021,1638347.0174,0,6,2011
213,657,39.13,0.1637443832,0.2312850327,167149.53110999998,0.49739380780000003,0.7469303967,0.9186566211,86348,1348381.6289,0,3,2011
216,661,39.7,0.17239689960000001,0.2291743216,170433.4683,0.501104643,0.7598454015999999,0.9342649740000001,57153,1283985.0793,0,4,2011
220,665,42.56,0.20781893,0.21908903850000003,162740.20992,0.4910070258,0.7680993626,0.9568618267,21384,971072.9821700001,0,2,2011
222,671,41.92,0.20001810120000002,0.22309711289999998,160358.89478,0.47054822469999996,0.7365401242,0.9359724301000001,22098,1018715.4808,0,1,2011
223,706,42.31,0.2034198254,0.22303001320000002,165142.46912,0.4722515096,0.7399749373000001,0.948193233,41815,1084042.3303,0,3,2011
226,707,42.7,0.2050638927,0.2028197275,156194.60981,0.4671110053,0.7111736083,0.9481075934000001,37876,933853.1319,0,2,2011
228,710,38.68,0.1551881487,0.2628350701,182841.97732,0.5087152453,0.7945815686,0.9589108069,47117,1323566.0701,0,3,2011
231,727,41.32,0.18791668579999998,0.23224056280000002,175281.26144,0.4848777793,0.7620634920999999,0.9466464116,21749,1188970.4042,0,1,2011
232,730,40.35,0.17916370780000002,0.21769915199999998,164005.37198,0.4743089618,0.7200644725,0.9394459144,95756,1115553.1048,0,3,2011
235,740,39.37,0.1631067526,0.2405068959,178306.60326,0.4946312565,0.7552943389,0.9413196898999999,89328,1675175.4666,0,4,2011
239,741,48.42,0.2823347904,0.17690923120000002,137477.64657,0.44226804119999996,0.7223809524,0.9440721648999999,3889,687202.4244,0,1,2011
240,746,38.51,0.147858916,0.2647738243,193774.64014,0.5143646409,0.8006403478,0.9506906076999999,58008,1276861.0087,0,2,2011
242,751,36.9,0.1325215788,0.1961945032,175024.63742,0.4924425818,0.6900103036,0.8528831095999999,314545,1888436.1312,0,11,2011
253,756,39.62,0.16990506170000003,0.2387721974,166050.08974,0.49462551159999996,0.7529696161,0.9186677186,40658,1113938.3273,0,3,2011
256,760,40.6,0.1856560492,0.2356284115,167321.05282,0.5028992782,0.7750067283,0.9352638776000001,57892,1136166.1001,0,4,2011
260,766,39.88,0.17210888789999998,0.2476264963,174613.09550999998,0.5099677897,0.7944671440000001,0.9525550622,46029,1201038.135,0,3,2011
263,773,42.98,0.2140262643,0.21095278010000001,143951.22433,0.45454545450000006,0.7029767215999999,0.9592589136,21474,1343263.1396,0,2,2011
265,779,41.39,0.1942461151,0.2190256195,157364.63237,0.4794609822,0.7382240212000001,0.9550538177,47620,6662089.9943,0,4,2011
269,787,41.8,0.1951100027,0.217912176,154736.05674,0.48575952899999997,0.7355845931999999,0.9429042978,44908,1027520.3256,0,3,2011
272,791,39.74,0.170082819,0.2338758674,171146.62157000002,0.4968595783,0.7579974923999999,0.9424362836,93819,1145824.3555,0,6,2011
278,810,41.23,0.1928735246,0.22839402579999998,158228.21043,0.46976744189999997,0.7376240019,0.9599047352,35754,1310205.1979,0,2,2011
280,813,43.6,0.2200693286,0.19757022789999998,158399.24734,0.4576318375,0.7151128475,0.9523255814,61158,1007096.5297,0,5,2011
285,820,41.54,0.19707465230000001,0.2218788299,155141.17777,0.47359009259999996,0.7347135512,0.9476072276999999,37534,865912.7851399999,0,4,2011
289,840,39.8,0.16806751760000002,0.2474144789,179037.92983,0.5035871487,0.7882631890999999,0.9612865212999999,28911,1170265.1091,0,2,2011
291,846,41.37,0.1873482759,0.2201324566,163208.68888,0.4796060556,0.7375304015,0.9487966746,42429,1395714.0605,0,3,2011
294,849,41.78,0.1964207091,0.2240812204,159901.74284000002,0.47169174880000003,0.7339658954,0.9614945511,38611,854764.79184,0,3,2011
297,851,39.14,0.1656043989,0.1954390431,169663.51265,0.47835367219999997,0.7012683917,0.9169205911,201142,1177714.0221,0,10,2011
307,860,41.72,0.195518148,0.21569101510000002,157838.36574,0.4721847989,0.7267026471,0.9479420536,66178,1407105.2468,0,6,2011
0,101,35.45,0.1041130416,0.1768053768,193005.95418,0.5253150329,0.7020745270000001,0.7796720816,559440,1566533.4631,0,23,2012
23,147,38.73,0.1621793804,0.17367611170000002,219531.7647,0.5178527286,0.7383171994,0.8309849406,102029,1941792.1395,0,5,2012
28,151,40.61,0.1970089814,0.2209869117,178774.19604,0.4554558298,0.7249660981,0.8627316545999999,48211,1594978.9451,0,3,2012
31,153,40.82,0.1871967261,0.2099386144,159955.19477,0.4415763258,0.6812157109999999,0.7232932904,34210,1756263.2302,0,2,2012
33,155,43.0,0.22555148379999998,0.22885679379999999,224217.21066999997,0.48794877329999997,0.8034819309000001,0.9272609540000001,13917,1962050.7776,0,1,2012
34,157,40.75,0.1865321701,0.23406488550000001,293647.96301,0.49885780729999996,0.7732146231,0.8697489912,73360,2913156.5942,0,4,2012
38,159,39.16,0.1640315008,0.22821444800000001,193747.37455,0.48774152390000003,0.7466256749,0.8387258476,66030,1556401.5880000002,0,3,2012
41,161,40.54,0.18725136039999998,0.202752755,187670.11357000002,0.49436193619999996,0.7584628087,0.8530436376999999,21869,1395249.352,0,1,2012
42,163,40.72,0.1850656577,0.21967505010000002,181077.58822,0.4760489056,0.7440074906,0.8456650190999999,26958,1630158.3503,0,1,2012
43,165,38.06,0.16025733179999999,0.2312032777,160305.47623,0.4461754842,0.6759561220999999,0.7338165819,27824,1238433.7395,0,1,2012
44,167,39.46,0.16844237550000002,0.21939580449999999,180659.18047999998,0.483354486,0.7393425374,0.8393829933,51341,1429501.4894,0,2,2012
46,169,38.77,0.1625714345,0.2329227786,177390.50837999998,0.4708643507,0.7201626405,0.7722497932,48471,1104242.5766,0,2,2012
48,173,41.11,0.1949294205,0.2148774146,236435.24511999998,0.49028238890000003,0.7663101943,0.8819524751000001,53840,2076413.8094,0,3,2012
51,175,40.62,0.18706326469999998,0.20982035289999998,177279.49771,0.4782737057,0.7411262343,0.8414342843000001,37351,1225770.5159,0,1,2012
52,183,37.7,0.1446689698,0.2355307368,161053.70093,0.4513022439,0.6737301102,0.6560557900999999,21131,1134340.154,0,1,2012
53,185,40.89,0.1830318484,0.219089772,186833.72045999998,0.49078024439999995,0.7661118052,0.8928097958,41572,1552055.9422,0,2,2012
55,187,39.08,0.1781442184,0.2428870717,205090.21481,0.5033170864000001,0.7984106579000001,0.8170186840000001,14797,1268989.539,0,1,2012
56,190,41.23,0.202348572,0.2463908359,230357.24615999998,0.4824361493,0.7866134625,0.8822265881,38236,2044388.5117,0,2,2012
58,201,40.44,0.1871391185,0.25846383920000005,232205.55869,0.5054304856,0.8282540159,0.9345428820999999,24073,1661314.6754,0,1,2012
59,210,41.43,0.190309665,0.2328822665,211874.61538,0.4829671028,0.7532919364,0.8585545535,39462,1818160.4252,0,3,2012
62,217,42.18,0.2097771574,0.2177949459,185060.08064,0.46598373979999996,0.7345565054000001,0.8842113820999999,61613,1634547.3274,0,4,2012
66,219,39.7,0.1748732278,0.2426989548,205645.0884,0.507185368,0.7930101787,0.9037803538,48315,1452110.2073,0,2,2012
68,223,44.38,0.2541661574,0.220062747,267334.35585,0.4747804778,0.7849261849,0.906350827,24543,2478128.7244,0,1,2012
69,230,42.21,0.2192350484,0.23712769260000002,266608.87555,0.47992316840000004,0.7847308715000001,0.8960395134,54827,2752708.0788,0,3,2012
72,240,39.16,0.1672854491,0.258484459,215544.51836,0.5179393044,0.82593361,0.9321286384999999,42018,1459799.9826,0,1,2012
73,250,41.87,0.2051617266,0.2246816184,186966.74550999998,0.4859431408,0.7736640165,0.9382445848000001,44365,1101854.4787,0,2,2012
75,253,40.76,0.1919132972,0.2335139642,200772.06568,0.4939469839,0.7772532501,0.8838029639,47980,1593573.3079,0,2,2012
77,259,40.08,0.1805230998,0.2331619671,185120.15336,0.48047423429999997,0.7482046281,0.9086717626,57771,1418239.8968,0,4,2012
81,260,43.24,0.2199461091,0.20449306890000002,167324.61812,0.4561443433,0.7254813393,0.9140117034999999,30803,916917.3186700001,0,2,2012
83,265,40.12,0.1796323336,0.219642387,202584.50960999998,0.4944531728,0.7561691423000001,0.909571725,83554,1745815.2853,0,3,2012
86,269,40.21,0.177299598,0.2438874438,213767.9483,0.5098308618,0.7968890707999999,0.9367034633,21145,1800238.4258,0,2,2012
88,270,43.58,0.2265404009,0.21045381870000002,186273.7895,0.48176441600000003,0.7631717136,0.9429275505,40655,1215562.5965,0,2,2012
90,306,45.95,0.2593368668,0.18137557010000002,146806.6506,0.4260721999,0.6782858088,0.9555075594,32452,715188.40096,0,2,2012
92,316,40.65,0.1787967602,0.2249397225,176020.54022,0.4804054836,0.7348056923,0.9247165664,69263,1062253.3490000002,0,3,2012
95,320,41.93,0.19286507420000001,0.2183184808,173131.94824,0.47825466990000004,0.7395429898999999,0.9524882361,35123,1248928.9878,0,3,2012
98,326,42.53,0.2078312006,0.2097569056,162098.94929000002,0.44683675590000005,0.6968812304,0.9489939847,48294,820221.18752,0,3,2012
101,329,39.65,0.16347051210000002,0.227534094,179681.72532,0.4897811539,0.7403760515000001,0.8972990895999999,33217,1149524.6459,0,1,2012
102,330,41.36,0.19415034920000002,0.20699262640000002,160352.52472000002,0.4569157021,0.6991630165999999,0.9107005989,77167,1334730.0899,0,4,2012
106,336,43.31,0.2185809882,0.2051058759,174479.80494,0.4839346369,0.7516126462999999,0.954557973,21818,977986.4981399999,0,1,2012
107,340,41.33,0.18563916960000001,0.226031139,173827.55864,0.47171230299999994,0.7340728265,0.9566540184000001,29288,2083984.2289,0,3,2012
110,350,41.32,0.1920746441,0.2409947586,201750.82248,0.5002048340999999,0.7947085084000001,0.9538564672,26901,1226195.6292,0,1,2012
111,360,45.97,0.2553110091,0.17803132600000002,133795.13202000002,0.38864481240000004,0.6130455521,0.9384927340000001,44436,1707984.6785,0,3,2012
114,370,41.17,0.1879427818,0.2136811109,168755.47152,0.472787395,0.7242765273,0.9324342665,81163,1088371.0942,0,5,2012
119,376,44.51,0.236880728,0.18547992559999998,145756.44677,0.430043942,0.6732079740000001,0.9398206381,61322,3082506.1393,0,6,2012
125,390,44.24,0.23323435609999998,0.19839436929999998,148811.70951,0.43171059289999997,0.6861613540000001,0.9507232974,45465,968764.3347700001,0,4,2012
129,400,45.77,0.2473535552,0.1841336117,141123.7325,0.42508916490000004,0.6698243793,0.9547903087,40715,700077.06387,0,3,2012
132,410,42.04,0.200996722,0.2240225995,174182.69577,0.4761052969,0.7451717734000001,0.9489534387,37523,1387643.8994,0,2,2012
134,420,42.12,0.20191167570000002,0.2235934664,160387.01327999998,0.45995977810000005,0.7213135486,0.9604322648,41325,1329947.971,0,3,2012
137,430,42.82,0.21609056780000002,0.2152930421,154154.81499,0.45215595350000004,0.7129984925,0.9527697134,51409,1429239.2963,0,2,2012
139,440,42.75,0.21726152940000001,0.21583217719999997,158303.99367,0.4376499306,0.6970169190000001,0.9470140145999999,23787,1110841.5809,0,2,2012
141,450,42.72,0.2151834131,0.211323764,153504.78251,0.435625539,0.6893057951999999,0.9379092273999999,31350,973231.45329,0,2,2012
143,461,38.68,0.1615090242,0.2004964576,157193.84779,0.4545685424,0.66561381,0.8600127501,193370,1456482.3184,0,10,2012
153,479,42.26,0.20353025940000002,0.20579456570000002,157764.16895,0.4444960201,0.6858315624,0.9336221568999999,58296,1124283.0101,0,4,2012
157,480,42.11,0.1988776348,0.2204694771,159262.1845,0.466214364,0.7215145081000001,0.9548382675,29224,920235.1594799999,0,3,2012
160,482,48.82,0.2925122463,0.1562864474,130354.65134000001,0.4017426482,0.6385321101,0.9570561693,12861,684926.85735,0,2,2012
162,492,49.33,0.3166845411,0.1582656657,131921.54507999998,0.4089653055,0.6771929825,0.9478047283,6527,601533.0173899999,0,1,2012
163,510,41.51,0.1966601845,0.2152325561,158356.09308,0.4603390315,0.7107199318999999,0.9209999284999999,56051,1016725.3519,0,4,2012
167,530,40.69,0.1865917972,0.2307166977,172589.45981,0.49906883049999995,0.7671840354999999,0.92467029,26357,914180.2101700001,0,1,2012
168,540,42.22,0.2156552052,0.2115750277,158748.53383,0.4366150589,0.6955708047,0.8895858145000001,75732,922878.99604,0,5,2012
173,550,42.84,0.21048958280000002,0.2079046684,146230.38487,0.4602878257,0.7100570612999999,0.9197718138,38686,1029830.9096,0,4,2012
177,561,40.41,0.1780688564,0.20962008149999997,171588.6578,0.4753929804,0.709985347,0.9119061727,115051,1193219.8082,0,5,2012
182,563,47.16,0.2724745134,0.18041396350000002,171575.849,0.4653250774,0.7355605889,0.9380804954,3237,1092699.7408,0,1,2012
183,573,41.28,0.1932598211,0.2269006784,167418.80813,0.5006817726,0.7689754140999999,0.9356125927,49969,1194219.0467,0,3,2012
186,575,40.42,0.1873067916,0.23688524589999999,162295.69660999998,0.4875305279,0.7654758992,0.9343180537000001,42700,1176799.4203,0,4,2012
190,580,41.96,0.20004053510000003,0.21593365760000002,158325.75309,0.45332046789999997,0.7063818688,0.8892725949,59208,1239606.3675,0,4,2012
194,607,40.61,0.18799380629999998,0.2184857268,169596.18466,0.45299264270000006,0.6984498979000001,0.9114535693000001,50374,1385494.4702,0,3,2012
197,615,39.05,0.1643317505,0.2216893874,169662.80680999998,0.4808496068,0.7194756266,0.8902217290000001,84871,1151722.4727,0,6,2012
203,621,39.6,0.17164679079999998,0.2237259368,177702.84175,0.48958974299999997,0.7413375266,0.9043442265,89556,1151182.7367,0,4,2012
207,630,39.73,0.1738463235,0.23242607469999998,178036.23684,0.4896367571,0.7508294831,0.9082823073999999,108826,1339964.7702,0,6,2012
213,657,39.37,0.169097523,0.2282695306,167049.21302,0.491919987,0.7412295869,0.9154839905,86595,1148569.4227,0,3,2012
216,661,39.91,0.1777517728,0.22606280780000002,171885.30756,0.49627995729999996,0.7542855465999999,0.9335819197,57254,1077250.4493,0,4,2012
220,665,42.99,0.2162747962,0.2116100457,160439.88868,0.4836653763,0.7518356570999999,0.953592673,21223,860470.31256,0,2,2012
222,671,42.38,0.209237389,0.21825505809999998,159620.08584,0.4611401338,0.7240937825,0.9339198973999999,21846,859886.67275,0,1,2012
223,706,42.64,0.2117486991,0.21881415,165420.84959,0.468300263,0.7346347606999999,0.9420750656999999,41894,945522.02053,0,3,2012
226,707,42.88,0.2096490075,0.198580255,154754.79575,0.4603935618,0.7011391954,0.9451542372,38035,891904.9323,0,2,2012
228,710,38.96,0.1617185512,0.2588854016,182867.47535,0.5032613082999999,0.7870414483,0.956190112,47156,1420810.6792,0,3,2012
231,727,41.66,0.1966055046,0.2281192661,174401.02854,0.4786642782,0.7569056363,0.946075054,21800,1276326.2386,0,1,2012
232,730,40.52,0.1842053184,0.2150259877,162665.61315,0.4696055927,0.7148634106999999,0.9369887312,96007,963182.0429,0,3,2012
235,740,39.68,0.1708414479,0.2380072975,177430.88285999998,0.49178103700000003,0.7536308824,0.9403256189,89346,1320740.9627,0,4,2012
239,741,49.2,0.3003152916,0.16894377300000002,140059.09603,0.42631578950000004,0.7013888889,0.9405263158,3806,627417.40519,0,1,2012
240,746,38.85,0.1550934692,0.26167934730000003,193894.81037999998,0.5123213023,0.798173273,0.949421442,58094,1422595.1093,0,2,2012
242,751,36.93,0.1349978376,0.19297761789999998,173405.63530999998,0.4886673738,0.6830496407,0.8498918829000001,319094,1725120.2946,0,11,2012
253,756,39.95,0.176485124,0.2364337254,165843.91199000002,0.49145870469999997,0.7502634796,0.9176074470000001,40468,872419.58705,0,3,2012
256,760,41.08,0.193259052,0.23023170920000002,167808.36056,0.49289562229999995,0.7579498351,0.9330880943000001,57529,972077.46412,0,4,2012
260,766,40.27,0.1777927967,0.2431324671,176273.40896,0.5071539352000001,0.7909862342,0.9516590576,45868,1186557.3375,0,3,2012
263,773,43.42,0.22261550800000002,0.2048704516,145311.78321,0.4528266213,0.7031198415000001,0.9595386652,21189,677007.04225,0,2,2012
265,779,41.74,0.20084159780000002,0.2148188873,156809.71065999998,0.47611178200000004,0.7353484831999999,0.9535583381,47291,814392.62729,0,4,2012
