,Unnamed: 0,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear,geometry,test
187,187,131-1,Hammershøj Apotek,7,Randersvej 8,8830.0,,,1082.0,791.0,1082.0,"Randersvej 8, 8830 Denmark",56.499378,9.751857000000001,,,2008.0,,,,,POINT (9.751857000000001 56.499378),2.7349553379790303
188,188,247-A1,Hanstholm Apoteksudsalg,8,Bytorvet 20,7730.0,,,1081.0,787.0,1081.0,"Bytorvet 20, 7730 Denmark",57.112953000000005,8.606767,,,2008.0,,,,,POINT (8.606767 57.112953),4.020035322967326
189,189,129-1,Harlev Apotek,7,Gl. Stillingvej 427,8462.0,01Sep2015 0:00:00.000,,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (10.05 56.35),2.4058124376644567
190,190,129-A1,Harlev Apoteksudsalg,8,Gl. Stillingvej 427,8462.0,02Dec2002 0:00:00.000,01Sep2015 0:00:00.000,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2002-12-02,2002.0,2008.0,2002-12-02,2015-09-01,2002.0,2015.0,POINT (10.05 56.35),2.4058124376644567
191,191,337-1,Hasle Apotek,7,"Hasle Torv, Viborgvej 150",8210.0,16Nov2015 0:00:00.000,,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1663,10.1987,2015-11-16,2015.0,2015.0,2015-11-16,,2015.0,,POINT (10.1987 56.1663),2.2144717690277735
192,192,337-A1,Hasle Apoteksudsalg,8,"Hasle Torv, Viborgvej 150",8210.0,,13Nov2015 0:00:00.000,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1663,10.1987,,,2008.0,,2015-11-13,,2015.0,POINT (10.1987 56.1663),2.2144717690277735
193,193,100,Haslev Apotek,6,Jernbanegade 11,4690.0,01-01-1856 00:00,,1085.0,320.0,1085.0,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527000000001,1856-01-01,1856.0,2008.0,1856-01-01,,1856.0,,POINT (11.963527 55.328899),0.509472920231292
194,194,255-1,Hasseris Apotek,7,Hasseris Bymidte 9,9000.0,01Sep2015 0:00:00.000,,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (9.883597999999999 57.036292),2.829340297435607
195,195,255-A2,Hasseris Bymidte Apoteksudsalg,8,Hasseris Bymidte 9,9000.0,,01Sep2015 0:00:00.000,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,,,2008.0,,2015-09-01,,2015.0,POINT (9.883597999999999 57.036292),2.829340297435607
197,197,370-1,Havdrup Apotek,7,Møllemarken 8,4622.0,27Jun2005 0:00:00.000,,1085.0,269.0,1085.0,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,2005.0,2008.0,2005-06-27,,2005.0,,POINT (12.115263 55.543764),0.26374681253808435
198,198,156-3,Havne Apoteket,7,Windfeld Hansensgade 2,7100.0,01Sep2016 0:00:00.000,,1083.0,630.0,1083.0,"Windfeld Hansensgade 2, 7100 Denmark",55.7093,9.5357,2016-09-01,2016.0,2016.0,2016-09-01,,2016.0,,POINT (9.5357 55.7093),2.818489343925394
199,199,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750.0,20Jun2016 0:00:00.000,,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719145999999995,12.357151,2016-06-20,2016.0,2016.0,2016-06-20,,2016.0,,POINT (12.357151 55.71914599999999),0.06272727763899208
200,200,225-A2,Hedegårdens Apoteksudsalg,8,Hedeparken 9,2750.0,,20Jun2016 0:00:00.000,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719145999999995,12.357151,,,2008.0,,2016-06-20,,2016.0,POINT (12.357151 55.71914599999999),0.06272727763899208
201,201,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640.0,,,1084.0,169.0,1084.0,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,,,2008.0,,,,,POINT (12.200141 55.649489),0.1537146106946243
202,202,248,Hedensted Apotek,6,Bytorvet 21 B,8722.0,01Jan1914 0:00:00.000,,1082.0,766.0,1082.0,"Bytorvet 21 B, 8722 Denmark",55.7685767,9.6999617,1914-01-01,1914.0,2008.0,1914-01-01,,1914.0,,POINT (9.699961699999999 55.7685767),2.656098355908565
203,203,182,Hellerup Apotek,13,Strandvejen 165,2900.0,01Jan1900 0:00:00.000,,1084.0,157.0,1084.0,"Strandvejen 165, 2900 Denmark",55.73249499999999,12.575353,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,,POINT (12.575353 55.73249499999999),0.2343189734635217
205,205,191,Helsinge Apotek,6,Østergade 35,3200.0,01Jan1901 0:00:00.000,,1084.0,270.0,1084.0,"Østergade 35, 3200 Denmark",55.67939200000001,12.582014,1901-01-01,1901.0,2008.0,1901-01-01,,1901.0,,POINT (12.582014 55.67939200000001),0.22946234690031353
206,206,364,Helsingør Axeltorvs Apotek,6,Groskenstræde 2 A,3000.0,01Jan1968 0:00:00.000,,1084.0,217.0,1084.0,"Groskenstræde 2 A, 3000 Denmark",56.036746400000006,12.6107202,1968-01-01,1968.0,2008.0,1968-01-01,,1968.0,,POINT (12.6107202 56.03674640000001),0.4589538445691492
207,207,238,Helsingør Stengades Apotek,6,Stengade 46,3000.0,01Jan1912 0:00:00.000,,1084.0,217.0,1084.0,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,1912.0,2008.0,1912-01-01,,1912.0,,POINT (12.6154715 56.0356385),0.46071935324283586
208,208,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681.0,01Feb2017 0:00:00.000,,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.153198800000002,2017-02-01,2017.0,2017.0,2017-02-01,,2017.0,,POINT (12.1531988 55.4283912),0.3037083108745624
209,209,368-A1,Herfølge Apoteksudsalg,8,Vordingborgvej 106,4681.0,,31Jan2016 0:00:00.000,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.153198800000002,,,2008.0,,2016-01-31,,2016.0,POINT (12.1531988 55.4283912),0.3037083108745624
210,210,351,Herlev Apotek,6,Herlev Torv 13,2730.0,01Jan1951 0:00:00.000,,1084.0,163.0,1084.0,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,1951.0,2008.0,1951-01-01,,1951.0,,POINT (12.438964 55.724141),0.10883112371927559
211,211,078,Herning Løve Apotek,6,Bredgade 45,7400.0,01-01-1832 00:00,,1082.0,657.0,1082.0,"Bredgade 45, 7400 Denmark",56.136106999999996,8.969861,1832-01-01,1832.0,2008.0,1832-01-01,,1832.0,,POINT (8.969861 56.136107),3.4176515306866784
212,212,281,Herning Østergades Apotek,6,Østergade 5,7400.0,15Sep1920 0:00:00.000,,1082.0,657.0,1082.0,"Østergade 5, 7400 Denmark",56.136348,8.976014,1920-09-15,1920.0,2008.0,1920-09-15,,1920.0,,POINT (8.976013999999999 56.136348),3.411593411489271
213,213,035-1,Hesselager Apotek,7,Langgade 5,5874.0,01Jun2012 0:00:00.000,,1083.0,479.0,1083.0,"Langgade 5, 5874 Denmark",55.170855,10.734611,2012-06-01,2012.0,2012.0,2012-06-01,,2012.0,,POINT (10.734611 55.170855),1.6903543011265423
214,214,117,Hesselager Apotek,6,Langgade 20,5874.0,01-01-1870 00:00,01Jun2012 0:00:00.000,1083.0,479.0,1083.0,"Langgade 20, 5874 Denmark",55.169293,10.734126,1870-01-01,1870.0,2008.0,1870-01-01,2012-06-01,1870.0,2012.0,POINT (10.734126 55.169293),1.6912681776116993
215,215,044,Hillerød Frederiksborg Apotek,6,Slotsgade 26,3400.0,01-01-1792 00:00,,1084.0,219.0,1084.0,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,1792.0,2008.0,1792-01-01,,1792.0,,POINT (12.299802 55.930404),0.2791418770965777
216,216,367,Hillerød Krone Apotek,6,Helsingørsgade 10,3400.0,01Jan1998 0:00:00.000,,1084.0,219.0,1084.0,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.305061199999999,1998-01-01,1998.0,2008.0,1998-01-01,,1998.0,,POINT (12.3050612 55.9303626),0.27813360498940176
217,217,367-2,Hillerød Øst Apotek,7,Fredskovhellet 1,3400.0,27Apr2020 0:00:00.000,,1084.0,219.0,1084.0,"Fredskovhellet 1, 3400 Denmark",55.932459400000006,12.3354543,2020-04-27,2020.0,2020.0,2020-04-27,,2020.0,,POINT (12.3354543 55.93245940000001),0.27654762142830414
218,218,164-1,Hinnerup Apotek,7,Storegade 5,8382.0,01Oct2006 0:00:00.000,,1082.0,710.0,1082.0,"Storegade 5, 8382 Denmark",56.264038,10.062066,2006-10-01,2006.0,2008.0,2006-10-01,,2006.0,,POINT (10.062066 56.264038),2.37079077191915
219,219,356,Hirtshals Apotek,6,Jørgen Fibigersgade 18,9850.0,01Jan1959 0:00:00.000,,1081.0,860.0,1081.0,"Jørgen Fibigersgade 18, 9850 Denmark",57.590495999999995,9.959974,1959-01-01,1959.0,2008.0,1959-01-01,,1959.0,,POINT (9.959974000000001 57.59049599999999),3.077366829314466
220,220,144-2,Hjallerup Apotek,7,Søndergade 6,9320.0,19Mar2018 0:00:00.000,,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145375999999999,2018-03-19,2018.0,2018.0,2018-03-19,,2018.0,,POINT (10.145376 57.168611),2.676398726492373
221,221,144-A1,Hjallerup Apoteksudsalg,8,Søndergade 6,9320.0,,19Mar2018 0:00:00.000,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145375999999999,,,2008.0,,2018-03-19,,2018.0,POINT (10.145376 57.168611),2.676398726492373
222,222,345-A1,Hjallese Apoteksudsalg,8,Odensevej 18 B,5260.0,,29Apr2013 0:00:00.000,1083.0,461.0,,"Odensevej 18 B, 5260 Denmark",55.3634701,10.391317599999999,,,2008.0,,2013-04-29,,2013.0,POINT (10.3913176 55.3634701),1.9841370384522272
223,223,363-2,Hjerting Apotek,7,Havbakken 2,6710.0,01Dec2015 0:00:00.000,,1083.0,561.0,1083.0,"Havbakken 2, 6710 Denmark",55.516755,8.372003999999999,2015-12-01,2015.0,2015.0,2015-12-01,,2015.0,,POINT (8.372003999999999 55.516755),3.984143044314801
224,224,351-A1,Hjortespring-Centrets Apoteksudsalg,8,Dildhaven 45,2730.0,,,1084.0,163.0,1084.0,"Dildhaven 45, 2730 Denmark",55.742952,12.423559,,,2008.0,,,,,POINT (12.423559 55.742952),0.11114182983917469
225,225,045-1,Hjørring Hjorte Apotek,7,Frederikshavnsvej 44,9800.0,01Feb2018 0:00:00.000,,1081.0,860.0,1081.0,"Frederikshavnsvej 44, 9800 Denmark",57.455191000000006,10.006088,2018-02-01,2018.0,2018.0,2018-02-01,,2018.0,,POINT (10.006088 57.45519100000001),2.957447814717619
226,226,045,Hjørring Løve Apotek,6,Østergade 7 A,9800.0,01-01-1794 00:00,,1081.0,860.0,1081.0,"Østergade 7 A, 9800 Denmark",57.457745499999994,9.9949392,1794-01-01,1794.0,2008.0,1794-01-01,,1794.0,,POINT (9.994939199999999 57.45774549999999),2.967855090907551
227,227,236,Hjørring Svane Apotek,6,Strømgade 5,9800.0,01Jan1911 0:00:00.000,30Jun2019 0:00:00.000,1081.0,860.0,1081.0,"Strømgade 5, 9800 Denmark",57.4613334,9.9857512,1911-01-01,1911.0,2008.0,1911-01-01,2019-06-30,1911.0,2019.0,POINT (9.985751199999999 57.4613334),2.977336209865255
228,228,054,Hobro Apotek,6,Adelgade 18,9500.0,01-01-1803 00:00,,1081.0,846.0,1081.0,"Adelgade 18, 9500 Denmark",56.639388000000004,9.793265,1803-01-01,1803.0,2008.0,1803-01-01,,1803.0,,POINT (9.793265 56.639388),2.742597871503587
229,229,026,Holbæk Elefant Apotek,13,Ahlgade 32,4300.0,01-01-1753 00:00,,1085.0,316.0,1085.0,"Ahlgade 32, 4300 Denmark",55.71768,11.711049000000001,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.711049 55.71768),0.6455502775710029
230,230,239,Holbæk Løve Apotek,6,Labæk 4-6,4300.0,01Jan1913 0:00:00.000,,1085.0,316.0,1085.0,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,1913.0,2008.0,1913-01-01,,1913.0,,POINT (11.7184847 55.716936),0.6380775370674714
231,231,030,Holstebro Løveapotek,6,Store Torv 8,7500.0,01-01-1753 00:00,,1082.0,661.0,1082.0,"Store Torv 8, 7500 Denmark",56.357962,8.617337,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (8.617336999999999 56.357962),3.8016312815511193
232,232,275,Holstebro Svane Apotek,6,Nørregade 51,7500.0,01Jan1917 0:00:00.000,,1082.0,661.0,1082.0,"Nørregade 51, 7500 Denmark",56.361775,8.618734,1917-01-01,1917.0,2008.0,1917-01-01,,1917.0,,POINT (8.618734 56.361775),3.80096392374908
233,233,253-2,Holsted Apotek,7,Søndergade 16,6670.0,01Jun2005 0:00:00.000,,1083.0,575.0,1083.0,"Søndergade 16, 6670 Denmark",55.509966000000006,8.916999,2005-06-01,2005.0,2008.0,2005-06-01,,2005.0,,POINT (8.916999000000001 55.50996600000001),3.4398191395362625
235,235,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840.0,01Jan1919 0:00:00.000,,1084.0,230.0,1084.0,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.8167,12.4667,1919-01-01,1919.0,2008.0,1919-01-01,,1919.0,,POINT (12.4667 55.8167),0.19603490663909465
236,236,113-1,Hornbæk Apotek,7,Sauntevej 2,3100.0,,,1084.0,217.0,1084.0,"Sauntevej 2, 3100 Denmark",56.080699800000005,12.4792214,,,2008.0,,,,,POINT (12.4792214 56.0806998),0.44236915581740444
237,237,011-2,Hornbæk Løve Apotek,7,Viborgvej 102A,8920.0,02Nov2015 0:00:00.000,,1082.0,730.0,1082.0,"Viborgvej 102A, 8920 Denmark",56.4666272,9.9943069,2015-11-02,2015.0,2015.0,2015-11-02,,2015.0,,POINT (9.9943069 56.4666272),2.4945932741101995
238,238,104,Hornslet Apotek,6,Byvej 8,8543.0,01-01-1857 00:00,,1082.0,706.0,1082.0,"Byvej 8, 8543 Denmark",56.316491000000006,10.3204,1857-01-01,1857.0,2008.0,1857-01-01,,1857.0,,POINT (10.3204 56.31649100000001),2.1377226661926962
239,239,108,Hornsyld Apotek,6,Apotekerbakken 23,8783.0,01-01-1860 00:00,27May2015 0:00:00.000,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.852030000000001,1860-01-01,1860.0,2008.0,1860-01-01,2015-05-27,1860.0,2015.0,POINT (9.852030000000001 55.753975),2.503562745118643
240,240,248-A1,Hornsyld Apoteksudsalg,8,Apotekerbakken 23,8783.0,,,1082.0,766.0,1082.0,"Apotekerbakken 23, 8783 Denmark",55.753975,9.852030000000001,,,2008.0,,,,,POINT (9.852030000000001 55.753975),2.503562745118643
241,241,166,Horsens Løve Apotek,6,Nørretorv 2,8700.0,01-01-1897 00:00,,1082.0,615.0,1082.0,"Nørretorv 2, 8700 Denmark",55.86800600000001,9.845432,1897-01-01,1897.0,2008.0,1897-01-01,,1897.0,,POINT (9.845432000000001 55.86800600000001),2.5171635114217352
242,242,118,Horsens Svane Apotek,6,Grønlandsvej 1 D,8700.0,01-01-1870 00:00,,1082.0,615.0,1082.0,"Grønlandsvej 1 D, 8700 Denmark",55.85553960000001,9.8694629,1870-01-01,1870.0,2008.0,1870-01-01,,1870.0,,POINT (9.8694629 55.85553960000001),2.4921918698458536
243,243,019,Horsens Søndergades Apotek,6,Søndergade 12,8700.0,01-01-1753 00:00,,1082.0,615.0,1082.0,"Søndergade 12, 8700 Denmark",55.861753,9.846627,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (9.846627 55.861753),2.515454830392508
244,244,183-1,Hovedbanens Apotek,7,Bernstorffsgade 16,1577.0,04Sep2017 0:00:00.000,,1084.0,101.0,1084.0,"Bernstorffsgade 16, 1577 Denmark",55.672683299999996,12.5641888,2017-09-04,2017.0,2017.0,2017-09-04,,2017.0,,POINT (12.5641888 55.6726833),0.21111391735489596
245,245,166-1,Hovedgård Apotek,7,Ørridslevvej 1,8732.0,,,1082.0,615.0,1082.0,"Ørridslevvej 1, 8732 Denmark",55.938138,9.955858000000001,,,2008.0,,,,,POINT (9.955858000000001 55.938138),2.414318611108525
246,246,027-1,Humble Apotek,7,Hovedgaden 2,5932.0,,,1083.0,482.0,1083.0,"Hovedgaden 2, 5932 Denmark",54.826367000000005,10.69893,,,2008.0,,,,,POINT (10.69893 54.826367),1.8513214866235395
247,247,154,Humlebæk Apotek,6,Humlebæk Center 23,3050.0,01-01-1893 00:00,,1084.0,210.0,1084.0,"Humlebæk Center 23, 3050 Denmark",55.964006000000005,12.529982,1893-01-01,1893.0,2008.0,1893-01-01,,1893.0,,POINT (12.529982 55.964006),0.35444101968169855
248,248,080-1,Hundested Apotek,7,Nørregade 54,3390.0,,,1084.0,260.0,1084.0,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,,,2008.0,,,,,POINT (11.8536231 55.9572481),0.5835348353546854
249,249,365,Hundige Apotek,6,Over Bølgen 19H,2670.0,01Jan1976 0:00:00.000,,1085.0,253.0,1085.0,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,1976.0,2008.0,1976-01-01,,1976.0,,POINT (12.3268903 55.5970596),0.0652174640832497
250,250,277,Hurup Apotek,6,Sundsvej 1,7760.0,15Dec1918 0:00:00.000,,1081.0,787.0,1081.0,"Sundsvej 1, 7760 Denmark",56.7484,8.420189,1918-12-15,1918.0,2008.0,1918-12-15,,1918.0,,POINT (8.420189000000001 56.7484),4.082240131230889
251,251,341-5,Husum Bypark Apotek,7,Frederikssundsvej 284 (i Føtex),2700.0,01Sep2017 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 284 (i Føtex), 2700 Denmark",55.7057,12.4964,2017-09-01,2017.0,2017.0,2017-09-01,,2017.0,,POINT (12.4964 55.7057),0.15094363060758714
252,252,119,Hvalsø Apotek,6,Roskildevej 4,4330.0,01-01-1871 00:00,,1085.0,350.0,1085.0,"Roskildevej 4, 4330 Denmark",55.589583999999995,11.863888000000001,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,,POINT (11.863888 55.589584),0.4943586978591556
253,253,038-A1,Hvide Sande Apoteksudsalg,8,Metheasvej 1,6960.0,,,1082.0,760.0,1082.0,"Metheasvej 1, 6960 Denmark",55.999131000000006,8.126827,,,2008.0,,,,,POINT (8.126827 55.99913100000001),4.240731009874713
254,254,348,Hvidovre Apotek,6,Hvidovrevej 178,2650.0,01Jan1950 0:00:00.000,,1084.0,167.0,1084.0,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,1950.0,2008.0,1950-01-01,,1950.0,,POINT (12.474295 55.65347),0.12063840987015668
255,255,348-2,Hvidovre Hospital Privatapoteket,7,Kettegård alle 30,2650.0,12Sep2018 0:00:00.000,,1084.0,167.0,1084.0,"Kettegård alle 30, 2650 Denmark",55.648768000000004,12.470329,2018-09-12,2018.0,2018.0,2018-09-12,,2018.0,,POINT (12.470329 55.648768),0.11689093408814831
256,256,355-2,Hvidovre Stationsapotek,7,"Laurits Olsensvej 1, stuen, dør 30",2650.0,15Nov2016 0:00:00.000,,1084.0,167.0,1084.0,"Laurits Olsensvej 1, stuen, dør 30, 2650 Denmark",55.6572,12.4736,2016-11-15,2016.0,2016.0,2016-11-15,,2016.0,,POINT (12.4736 55.6572),0.11990696235415117
257,257,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000.0,10Nov2015 0:00:00.000,,1085.0,265.0,1085.0,"Hyrdehøj Alle 5, 4000 Denmark",55.634643000000004,12.053027,2015-11-10,2015.0,2015.0,2015-11-10,,2015.0,,POINT (12.053027 55.634643),0.30146241368535454
258,258,353-A1,Høje Gladsaxe Torv Apoteksudsalg,8,Høje Gladsaxe Torv 2,2860.0,,31Dec2010 0:00:00.000,1084.0,159.0,,"Høje Gladsaxe Torv 2, 2860 Denmark",55.730403,12.496784,,,2008.0,,2010-12-31,,2010.0,POINT (12.496784 55.730403),0.16104051118274593
259,259,252-2,Høje Taastrup Apotek,7,Høje Taastrup Boulevard 44,2630.0,31Oct2016 0:00:00.000,,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.64824599999999,12.26953,2016-10-31,2016.0,2016.0,2016-10-31,,2016.0,,POINT (12.26953 55.64824599999999),0.08457013095059164
260,260,252-A1,Høje Tåstrup Apoteksudsalg,8,Høje Taastrup Boulevard 44,2630.0,,31Oct2016 0:00:00.000,1084.0,169.0,1084.0,"Høje Taastrup Boulevard 44, 2630 Denmark",55.64824599999999,12.26953,,,2008.0,,2016-10-31,,2016.0,POINT (12.26953 55.64824599999999),0.08457013095059164
261,261,302-A1,Højer Apoteksudsalg,8,Skolegade 8,6280.0,01Jan2011 0:00:00.000,,1083.0,550.0,1083.0,"Skolegade 8, 6280 Denmark",54.963887,8.694297,2011-01-01,2011.0,2011.0,2011-01-01,,2011.0,,POINT (8.694297000000001 54.963887),3.7243691927000198
263,263,254,Høng Apotek,6,Centervej 35,4270.0,01Jan1907 0:00:00.000,,1085.0,326.0,1085.0,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,,POINT (11.288948 55.504303),1.0755716445360586
264,264,060-3,Hørning Apotek filial af Skanderborg Apotek,7,Nørre Allé 38,8362.0,23Nov2015 0:00:00.000,,1082.0,746.0,1082.0,"Nørre Allé 38, 8362 Denmark",56.086804,10.038105999999999,2015-11-23,2015.0,2015.0,2015-11-23,,2015.0,,POINT (10.038106 56.086804),2.355228630307683
265,265,060-A1,Hørning Apoteksudsalg,8,Nørre Allé 13,8362.0,,23Nov2015 0:00:00.000,1082.0,715.0,1082.0,"Nørre Allé 13, 8362 Denmark",56.086344,10.036794,,,2008.0,,2015-11-23,,2015.0,POINT (10.036794 56.086344),2.3564346103172467
266,266,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970.0,01-01-1840 00:00,,1084.0,223.0,1084.0,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,1840.0,2008.0,1840-01-01,,1840.0,,POINT (12.49756 55.882527),0.26791605848474404
267,267,298-A1,Høruphav Apoteksudsalg,8,"Søndre Landevej 222, Høruphav",6470.0,,,1083.0,540.0,1083.0,"Søndre Landevej 222, Høruphav, 6470 Denmark",54.910398,9.893489,,,2008.0,,,,,POINT (9.893489000000001 54.910398),2.57085640359239
268,268,216-A1,Hørve Apoteksudsalg,8,Vallekildevej 3,4534.0,,02May2014 0:00:00.000,1085.0,306.0,1085.0,"Vallekildevej 3, 4534 Denmark",55.752396999999995,11.453826,,,2008.0,,2014-05-02,,2014.0,POINT (11.453826 55.75239699999999),0.9049628538509191
269,269,024-1,Haarby Apotek,7,Algade 33,5683.0,,,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.223319999999994,10.124086,,,2008.0,,,,,POINT (10.124086 55.22331999999999),2.271302123126073
270,270,187,Haarby Apotek,6,Algade 33,5683.0,01Jan1900 0:00:00.000,19Mar2008 0:00:00.000,1083.0,420.0,1083.0,"Algade 33, 5683 Denmark",55.223319999999994,10.124086,1900-01-01,1900.0,2008.0,1900-01-01,2008-03-19,1900.0,2008.0,POINT (10.124086 55.22331999999999),2.271302123126073
271,271,067-1-A2,Haarlev Apoteksudsalg,8,Hovedgaden 10 A,4652.0,,,1085.0,336.0,1085.0,"Hovedgaden 10 A, 4652 Denmark",55.351910499999995,12.2366694,,,2008.0,,,,,POINT (12.2366694 55.3519105),0.32631010291992746
272,272,249,Ikast Apotek,13,Østergade 15,7430.0,01Jan1914 0:00:00.000,,1082.0,756.0,1082.0,"Østergade 15, 7430 Denmark",56.139880000000005,9.157542,1914-01-01,1914.0,2008.0,1914-01-01,,1914.0,,POINT (9.157541999999999 56.13988000000001),3.2324969743783223
273,273,249-1,Ikast Apotek Vest,7,Vestergade 63 ved/Løvbjerg,7430.0,01Oct2016 0:00:00.000,,1082.0,756.0,1082.0,"Vestergade 63 ved/Løvbjerg, 7430 Denmark",56.1388,9.1577,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,,POINT (9.1577 56.1388),3.2321794235192143
274,274,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Bycenter",2635.0,,,1084.0,183.0,1084.0,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Denmark",55.6154,12.3518,,,2008.0,,,,,POINT (12.3518 55.6154),0.04115764839006261
276,276,339-1,Islev Apotek,7,Fortvej 5,2610.0,01Mar2018 0:00:00.000,,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916000000004,12.458642999999999,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,,POINT (12.458643 55.695916),0.11210084882818634
277,277,360-1,Islev Apotek,7,Fortvej 5,2610.0,03Aug2015 0:00:00.000,01Mar2018 0:00:00.000,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916000000004,12.458642999999999,2015-08-03,2015.0,2015.0,2015-08-03,2018-03-01,2015.0,2018.0,POINT (12.458643 55.695916),0.11210084882818634
278,278,115-2,Jelling Apotek,7,Gorms Torv 5,7300.0,01Dec2016 0:00:00.000,,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,2016-12-01,2016.0,2016.0,2016-12-01,,2016.0,,POINT (9.425800000000001 55.7559),2.929581319578106
279,279,115-A1,Jelling Apoteksudsalg,8,Gorms Torv 5,7300.0,,01Dec2016 0:00:00.000,1083.0,630.0,1083.0,"Gorms Torv 5, 7300 Denmark",55.7559,9.4258,,,2008.0,,2016-12-01,,2016.0,POINT (9.425800000000001 55.7559),2.929581319578106
280,280,285-3,Jernbane apoteket Perlegade,7,Perlegade 81,6400.0,15Jul2019 0:00:00.000,,1083.0,540.0,1083.0,"Perlegade 81, 6400 Denmark",54.913531000000006,9.793924,2019-07-15,2019.0,2019.0,2019-07-15,,2019.0,,POINT (9.793924000000001 54.91353100000001),2.6654176615926426
281,281,169-1,Jernbaneapoteket,7,Sdr. stationsvej 28 K,4200.0,01Mar2018 0:00:00.000,,1085.0,330.0,1085.0,"Sdr. stationsvej 28 K, 4200 Denmark",55.906646900000005,9.2568026,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,,POINT (9.2568026 55.90664690000001),3.10697747092575
282,282,291-2,Jomfrustiens Apotek,7,Jomfrustien 40,6100.0,05Dec2016 0:00:00.000,01Apr2019 0:00:00.000,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.25056800000001,9.496685000000001,2016-12-05,2016.0,2016.0,2016-12-05,2019-04-01,2016.0,2019.0,POINT (9.496685000000001 55.25056800000001),2.8857058573278027
283,283,248-1,Juelsminde Apoteksfilial,7,Søgade 3,7130.0,27May2015 0:00:00.000,,1082.0,766.0,1082.0,"Søgade 3, 7130 Denmark",55.715151,10.011049,2015-05-27,2015.0,2015.0,2015-05-27,,2015.0,,POINT (10.011049 55.715151),2.3433797342908385
