,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
468,241-A2,Mårslet Apoteksudsalg,8,"Hørretvej, Mårslet",8320.0,01.01.2000,"11Jun2019 0:00:00,000",1082.0,751.0,1082.0,"Hørretvej, Mårslet, 8320 Denmark",56.070282,10.1631187,2000-01-01,2019-06-11,2000.0,2019.0,2008.0,POINT (10.1631187 56.070282)
469,241-A4,Mårslet Apoteksudsalg,8,Hørretvej 12,8320.0,"01Feb2020 0:00:00,000",,1082.0,751.0,1082.0,"Hørretvej 12, 8320 Denmark",56.067455,10.163977,2020-02-01,,2020.0,,2020.0,POINT (10.163977 56.067455)
470,013,Nakskov Løve Apotek,6,Nygade 17-19,4900.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Nygade 17-19, 4900 Denmark",54.8296618,11.1403936,1753-01-01,,1753.0,,2008.0,POINT (11.1403936 54.8296618)
472,008-1,Neptun Apotek Ribe,7,Seminarievej 1,6760.0,"24Nov2016 0:00:00,000",,1083.0,561.0,1083.0,"Seminarievej 1, 6760 Denmark",55.331363,8.768608,2016-11-24,,2016.0,,2016.0,POINT (8.768608 55.331363)
473,233-1,Neptun Apotek Sædding,7,Sædding Center,6710.0,21.03.2014,,1083.0,561.0,1083.0,"Sædding Center, 6710 Denmark",55.4996774,8.4007349,2014-03-21,,2014.0,,2014.0,POINT (8.4007349 55.4996774)
474,082,Nexø Apotek,6,Strandgade 7,3730.0,01-01-1830 00:00,,1084.0,400.0,1084.0,"Strandgade 7, 3730 Denmark",55.063241,15.133632,1830-01-01,,1830.0,,2008.0,POINT (15.133632 55.063241)
475,057,Nibe Apotek,13,Mellemgade 9,9240.0,01-01-1804 00:00,"30Sep2013 0:00:00,000",1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,1804-01-01,2013-09-30,1804.0,2013.0,2008.0,POINT (9.638064 56.982515)
476,181-1,Nibe Apotek,7,Mellemgade 9,9240.0,"01Oct2013 0:00:00,000",,1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,2013-10-01,,2013.0,,2013.0,POINT (9.638064 56.982515)
477,152-2,Niels Bohrs Allé Apotek,7,Niels Bohrs Allé 150,5230.0,"29Oct2016 0:00:00,000",,1083.0,461.0,1083.0,"Niels Bohrs Allé 150, 5230 Denmark",55.377048,10.432013,2016-10-29,,2016.0,,2016.0,POINT (10.432013 55.377048)
478,196,Nimtofte Apotek,6,Ryomgårdvej 21,8581.0,"01Jan1902 0:00:00,000","28Feb2010 0:00:00,000",1082.0,706.0,1082.0,"Ryomgårdvej 21, 8581 Denmark",56.408,10.5686,1902-01-01,2010-02-28,1902.0,2010.0,2008.0,POINT (10.5686 56.408)
479,079-1,Nivå Apotek,7,Nivå Center 75,2990.0,01.01.1992,,1084.0,210.0,1084.0,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992.0,,2008.0,POINT (12.504554 55.93464)
480,297,Nordborg Apotek,6,Storegade 28,6430.0,01-01-1835 00:00,"11Jul2014 0:00:00,000",1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282,1835-01-01,2014-07-11,1835.0,2014.0,2008.0,POINT (9.745282 55.057527)
481,298-1,Nordborg Apotek,7,Storegade 28,6430.0,"01Feb2014 0:00:00,000",,1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282,2014-02-01,,2014.0,,2014.0,POINT (9.745282 55.057527)
482,278-2,Nordhavn Apotek,7,Århusgade 134 A,2150.0,"27Mar2020 0:00:00,000",,1084.0,101.0,1084.0,"Århusgade 134 A, 2150 Denmark",55.7073521,12.5921412,2020-03-27,,2020.0,,2020.0,POINT (12.5921412 55.7073521)
483,189-3,Nr. Aaby Apotek,7,Grønnegade 12,5580.0,"23Oct2017 0:00:00,000",,1083.0,410.0,1083.0,"Grønnegade 12, 5580 Denmark",55.461115,9.877491,2017-10-23,,2017.0,,2017.0,POINT (9.877490999999999 55.461115)
484,189-A1,Nr. Aaby Apoteksudsalg,8,Østergade 34,5580.0,01.06.2014,"23Oct2017 0:00:00,000",1083.0,410.0,1083.0,"Østergade 34, 5580 Denmark",55.459959,9.87795,2014-01-06,2017-10-23,2014.0,2017.0,2014.0,POINT (9.87795 55.459959)
485,316,Nyborg Apotek,6,Kongegade 8,5800.0,"01Jan1924 0:00:00,000",,1083.0,450.0,1083.0,"Kongegade 8, 5800 Denmark",55.311506,10.790021,1924-01-01,,1924.0,,2008.0,POINT (10.790021 55.311506)
487,053-3,Nyholm Apotek,7,Nyholmvej 20 C/o Bilka Holstebro,7500.0,"01Sep2019 0:00:00,000",,1082.0,661.0,1082.0,"Nyholmvej 20 C/o Bilka Holstebro, 7500 Denmark",56.3601,8.6161,2019-09-01,,2019.0,,2019.0,POINT (8.616099999999999 56.3601)
488,062,Nykøbing Apotek,6,Algade 20,4500.0,01-01-1809 00:00,,1085.0,306.0,1085.0,"Algade 20, 4500 Denmark",55.922181,11.668122,1809-01-01,,1809.0,,2008.0,POINT (11.668122 55.922181)
489,136,Nykøbing F. Svane Apotek,6,Slotsbryggen 1-3,4800.0,01-01-1882 00:00,,1085.0,376.0,1085.0,"Slotsbryggen 1-3, 4800 Denmark",54.771697,11.8642607,1882-01-01,,1882.0,,2008.0,POINT (11.8642607 54.771697)
491,314,Nykøbing Mors Sct. Clemens Apotek,6,Algade 3,7900.0,"01Jan1923 0:00:00,000",,1081.0,773.0,1081.0,"Algade 3, 7900 Denmark",56.794109,8.857267,1923-01-01,,1923.0,,2008.0,POINT (8.857267 56.794109)
493,075,Nysted Apotek,6,Adelgade 13,4880.0,01-01-1827 00:00,"30Jun2013 0:00:00,000",1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,1827-01-01,2013-06-30,1827.0,2013.0,2008.0,POINT (11.728762 54.668997)
494,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850.0,01-01-1873 00:00,,1084.0,230.0,1084.0,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873.0,,2008.0,POINT (12.5385 55.816)
495,177-1,Næsby Apotek,7,Bogensevej 49,5270.0,"01Oct2016 0:00:00,000",,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2016-10-01,,2016.0,,2016.0,POINT (10.359541 55.418505)
496,421,Næsby Apoteksudsalg,6,Bogensevej 49,5270.0,01.01.2001,28.02.2009,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2001-01-01,2009-02-28,2001.0,2009.0,2008.0,POINT (10.359541 55.418505)
497,177-A2,Næsby Apoteksudsalg,8,Bogensevej 49,5270.0,30.12.2013,"01Oct2016 0:00:00,000",1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2013-12-30,2016-10-01,2013.0,2016.0,2013.0,POINT (10.359541 55.418505)
498,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700.0,01-01-1753 00:00,,1085.0,370.0,1085.0,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,,1753.0,,2008.0,POINT (11.7609 55.2299)
499,188-1,Næstved Sct. Jørgens Apotek,7,Sct. Jørgens Park 34,4700.0,01.01.1991,,1085.0,370.0,1085.0,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,1991-01-01,,1991.0,,2008.0,POINT (11.757241 55.2158)
500,012-1,Næstved Storcenter Apotek,7,Næstved Storcenter nr. 3 butik 45,4700.0,"01Nov2015 0:00:00,000",,1085.0,370.0,1085.0,"Næstved Storcenter nr. 3 butik 45, 4700 Denmark",55.2299,11.7609,2015-11-01,,2015.0,,2015.0,POINT (11.7609 55.2299)
501,012-A2,Næstved Storcenter Apoteksudsalg,8,Næstved Storcenter,4700.0,01.01.1992,"30Oct2015 0:00:00,000",1085.0,370.0,1085.0,"Næstved Storcenter, 4700 Denmark",55.2537564,11.7823968,1992-01-01,2015-10-30,1992.0,2015.0,2008.0,POINT (11.7823968 55.2537564)
502,188,Næstved Svane Apotek,6,Torvestræde 8,4700.0,"01Jan1900 0:00:00,000",,1085.0,370.0,1085.0,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,,1900.0,,2008.0,POINT (11.760045 55.230064)
503,195,Nørre Alslev Apotek,6,Apotekergade 1,4840.0,"01Jan1902 0:00:00,000",,1085.0,376.0,1085.0,"Apotekergade 1, 4840 Denmark",54.898671,11.879174,1902-01-01,,1902.0,,2008.0,POINT (11.879174 54.898671)
504,273-2,Nørregades Apotek,7,Nørregade 32 C,7800.0,"05Sep2016 0:00:00,000",,1082.0,779.0,1082.0,"Nørregade 32 C, 7800 Denmark",56.5687225,9.0274146,2016-09-05,,2016.0,,2016.0,POINT (9.0274146 56.5687225)
505,124,Nørre-Nebel Apotek,13,Bredgade 12,6830.0,"01Mar2003 0:00:00,000",,1083.0,573.0,1083.0,"Bredgade 12, 6830 Denmark",55.779635,8.286604,2003-03-01,,2003.0,,2008.0,POINT (8.286604000000001 55.779635)
506,156-1,Nørre-Snede Apotek,7,Bredgade 22,8766.0,"01Jun2009 0:00:00,000",,1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.9685793,9.3977107,2009-06-01,,2009.0,,2009.0,POINT (9.397710699999999 55.9685793)
507,219,Nørre-Snede Apotek,6,Bredgade 22,8766.0,"01Jan1906 0:00:00,000","01Jun2009 0:00:00,000",1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.9685793,9.3977107,1906-01-01,2009-06-01,1906.0,2009.0,2008.0,POINT (9.397710699999999 55.9685793)
508,096,Odder Apotek,6,Rosensgade 14,8300.0,01-01-1850 00:00,,1082.0,727.0,1082.0,"Rosensgade 14, 8300 Denmark",55.972531,10.147434,1850-01-01,,1850.0,,2008.0,POINT (10.147434 55.972531)
509,177,Odense Albani Apotek,6,Albanigade 54 F,5000.0,01-01-1899 00:00,,1083.0,461.0,1083.0,"Albanigade 54 F, 5000 Denmark",55.3923896,10.3971025,1899-01-01,,1899.0,,2008.0,POINT (10.3971025 55.3923896)
511,282,Odense Apoteket Ørnen,6,Vestergade 80,5000.0,"01Jan1919 0:00:00,000",,1083.0,461.0,1083.0,"Vestergade 80, 5000 Denmark",55.394452,10.382394,1919-01-01,,1919.0,,2008.0,POINT (10.382394 55.394452)
512,123,Odense Bellinge Apotek,6,Elmegårdsvej 2,5250.0,01-01-1871 00:00,,1083.0,461.0,1083.0,"Elmegårdsvej 2, 5250 Denmark",55.336904,10.315616,1871-01-01,,1871.0,,2008.0,POINT (10.315616 55.336904)
513,357,Odense Bolbro Apotek,13,Middelfartvej 129,5200.0,"01Jan1960 0:00:00,000",,1083.0,461.0,1083.0,"Middelfartvej 129, 5200 Denmark",55.394098,10.347762,1960-01-01,,1960.0,,2008.0,POINT (10.347762 55.394098)
514,345,Odense Dalum Apotek,6,Dalumvej 34,5250.0,"01Jan1938 0:00:00,000",,1083.0,461.0,1083.0,"Dalumvej 34, 5250 Denmark",55.372132,10.370652,1938-01-01,,1938.0,,2008.0,POINT (10.370652 55.372132)
516,151-1,Odense Rosengården Apotek,7,Ørbækvej 75,5220.0,01.01.1996,,1083.0,461.0,1083.0,"Ørbækvej 75, 5220 Denmark",55.382488,10.428085,1996-01-01,,1996.0,,2008.0,POINT (10.428085 55.382488)
517,198,Odense Sct. Hans Apotek,6,Skibhusvej 66,5000.0,"01Jan1902 0:00:00,000",,1083.0,461.0,1083.0,"Skibhusvej 66, 5000 Denmark",55.406309,10.392826,1902-01-01,,1902.0,,2008.0,POINT (10.392826 55.406309)
518,151,Odense Sct. Knuds Apotek,6,Kongensgade 51,5000.0,01-01-1889 00:00,,1083.0,461.0,1083.0,"Kongensgade 51, 5000 Denmark",55.397363,10.380987,1889-01-01,,1889.0,,2008.0,POINT (10.380987 55.397363)
520,198-1,Odense Vollsmose Apotek,7,"Vollsmose Allé 10, Center Øst",5240.0,01.01.1992,,1083.0,461.0,1083.0,"Vollsmose Allé 10, Center Øst, 5240 Denmark",55.3902,10.5201,1992-01-01,,1992.0,,2008.0,POINT (10.5201 55.3902)
521,124-1,Oksbøl Apotek,7,Vestergade 14,6840.0,"22May2017 0:00:00,000",,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625357,8.27817,2017-05-22,,2017.0,,2017.0,POINT (8.278169999999999 55.625357)
522,124-A1,Oksbøl Apoteksudsalg,8,Vestergade 14,6840.0,01.01.1992,30.04.2017,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625357,8.27817,1992-01-01,2017-04-30,1992.0,2017.0,2008.0,POINT (8.278169999999999 55.625357)
523,325,Ordrup Apotek,6,Ordrupvej 80,2920.0,"01Jan1930 0:00:00,000",,1084.0,157.0,1084.0,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930.0,,2008.0,POINT (12.574219 55.761535)
524,121,Otterup Apotek,6,Nørregade 2,5450.0,01-01-1871 00:00,,1083.0,480.0,1083.0,"Nørregade 2, 5450 Denmark",55.515298,10.39833,1871-01-01,,1871.0,,2008.0,POINT (10.39833 55.515298)
525,003-2,Overlund Apotek,7,"c/o Løvbjerg, Randersvej 60",8800.0,"18Jun2018 0:00:00,000",,1082.0,791.0,1082.0,"c/o Løvbjerg, Randersvej 60, 8800 Denmark",56.4532,9.402,2018-06-18,,2018.0,,2018.0,POINT (9.401999999999999 56.4532)
526,301-1,Padborg Apotek,7,Bovvej 9,6330.0,01.01.1992,,1083.0,580.0,1083.0,"Bovvej 9, 6330 Denmark",54.82629,9.362908,1992-01-01,,1992.0,,2008.0,POINT (9.362907999999999 54.82629)
527,011-3,Paderup Løve Apotek,7,Merkurvej 55,8960.0,"28Sep2017 0:00:00,000",,1082.0,730.0,1082.0,"Merkurvej 55, 8960 Denmark",56.42967,10.063987,2017-09-28,,2017.0,,2017.0,POINT (10.063987 56.42967)
528,105-1,Pandrup Apotek,7,Bredgade 3,9490.0,"01Sep2015 0:00:00,000",,1081.0,849.0,1081.0,"Bredgade 3, 9490 Denmark",57.224942,9.677366,2015-09-01,,2015.0,,2015.0,POINT (9.677365999999999 57.224942)
529,105-A3,Pandrup Apoteksudsalg,8,Bredgade 6K,9490.0,01.01.2001,"01Sep2015 0:00:00,000",1081.0,849.0,1081.0,"Bredgade 6K, 9490 Denmark",57.224031,9.676803,2001-01-01,2015-09-01,2001.0,2015.0,2008.0,POINT (9.676803 57.224031)
530,365-2,Plusapoteket Waves,7,"Over Bølgen 3 D, Waves",2670.0,"29Oct2015 0:00:00,000",,1085.0,253.0,1085.0,"Over Bølgen 3 D, Waves, 2670 Denmark",55.5982781,12.3265971,2015-10-29,,2015.0,,2015.0,POINT (12.3265971 55.5982781)
531,086,Præstø Apotek,6,Svend Gønges Torv 12,4720.0,01-01-1816 00:00,,1085.0,390.0,1085.0,"Svend Gønges Torv 12, 4720 Denmark",55.121942,12.040149,1816-01-01,,1816.0,,2008.0,POINT (12.040149 55.121942)
532,238-1,Prøvestens Apotek,7,Birkedalsvej 7-9,3000.0,"01Sep2015 0:00:00,000",,1084.0,217.0,1084.0,"Birkedalsvej 7-9, 3000 Denmark",56.0211739,12.5715819,2015-09-01,,2015.0,,2015.0,POINT (12.5715819 56.0211739)
533,238-A1,Prøvestenscentrets Apoteksudsalg,8,Birkedalsvej 7,3000.0,01.10.2001,"01Sep2015 0:00:00,000",1084.0,217.0,1084.0,"Birkedalsvej 7, 3000 Denmark",56.020538,12.572381,2001-01-10,2015-09-01,2001.0,2015.0,2008.0,POINT (12.572381 56.020538)
534,274,Randers Jernbane Apotek,6,Vestertorv 2,8900.0,"01Jan1917 0:00:00,000",,1082.0,730.0,1082.0,"Vestertorv 2, 8900 Denmark",56.4610003,10.0305557,1917-01-01,,1917.0,,2008.0,POINT (10.0305557 56.4610003)
536,011,Randers Løve Apotek,6,Østervold 24,8900.0,01-01-1753 00:00,,1082.0,730.0,1082.0,"Østervold 24, 8900 Denmark",56.460735,10.039052,1753-01-01,,1753.0,,2008.0,POINT (10.039052 56.460735)
537,326-3,Randers Nord Apotek,7,Mariagervej 175,8920.0,"28Jun2018 0:00:00,000",,1082.0,730.0,1082.0,"Mariagervej 175, 8920 Denmark",56.482423,10.024875,2018-06-28,,2018.0,,2018.0,POINT (10.024875 56.482423)
538,076,Randers Svane Apotek,6,Middelgade 2,8900.0,01-01-1831 00:00,"30Nov2004 0:00:00,000",70.0,731.0,,"Middelgade 2, 8900 Denmark",56.45915,10.036283,1831-01-01,2004-11-30,1831.0,2004.0,2008.0,POINT (10.036283 56.45915)
539,326,Randers Sønderbros Apotek,6,Dytmærsken 10,8900.0,"01Jan1931 0:00:00,000",,1082.0,730.0,1082.0,"Dytmærsken 10, 8900 Denmark",56.458931,10.03876,1931-01-01,,1931.0,,2008.0,POINT (10.03876 56.458931)
540,008,Ribe Apotek,13,J. Lauritzens Plads 14-16,6760.0,01-01-1753 00:00,,1083.0,561.0,1083.0,"J. Lauritzens Plads 14-16, 6760 Denmark",55.3310398,8.7678062,1753-01-01,,1753.0,,2008.0,POINT (8.767806200000001 55.3310398)
541,091,Ringe Apotek,13,Torvet 5,5750.0,01-01-1842 00:00,,1083.0,430.0,1083.0,"Torvet 5, 5750 Denmark",55.237205,10.47977,1842-01-01,,1842.0,,2008.0,POINT (10.47977 55.237205)
542,038,Ringkøbing Løve Apotek,6,Torvegade 5,6950.0,01-01-1753 00:00,,1082.0,760.0,1082.0,"Torvegade 5, 6950 Denmark",56.0909433,8.2415235,1753-01-01,,1753.0,,2008.0,POINT (8.2415235 56.0909433)
543,077,Ringsted Apotek,6,Sct. Hansgade 23,4100.0,01-01-1808 00:00,,1085.0,329.0,1085.0,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,,1808.0,,2008.0,POINT (11.7901 55.4426)
544,022-2,Ringsted Svane Apotek,7,Nørregade 13,4100.0,"01Dec2019 0:00:00,000",,1085.0,329.0,1085.0,"Nørregade 13, 4100 Denmark",55.446888,11.788826,2019-12-01,,2019.0,,2019.0,POINT (11.788826 55.446888)
545,252-4,Roskilde Apotek - Stationscentret,7,Stationscentret 12,4000.0,"19Oct2016 0:00:00,000","01Apr2019 0:00:00,000",1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2016-10-19,2019-04-01,2016.0,2019.0,2016.0,POINT (12.083644 55.637613)
546,017,Roskilde Dom Apotek,6,Algade 51,4000.0,01-01-1753 00:00,,1085.0,265.0,1085.0,"Algade 51, 4000 Denmark",55.640674,12.089246,1753-01-01,,1753.0,,2008.0,POINT (12.089246 55.640674)
547,170-4,Roskilde Stations Apotek,7,Stationscentret 12,4000.0,"01Apr2019 0:00:00,000",,1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2019-04-01,,2019.0,,2019.0,POINT (12.083644 55.637613)
548,170,Roskilde Svane Apotek,6,Skomagergade 19,4000.0,01-01-1898 00:00,,1085.0,265.0,1085.0,"Skomagergade 19, 4000 Denmark",55.640778,12.077801,1898-01-01,,1898.0,,2008.0,POINT (12.077801 55.640778)
549,143,Roslev Apotek,6,Jernbanegade 15,7870.0,01-01-1885 00:00,,1082.0,779.0,1082.0,"Jernbanegade 15, 7870 Denmark",56.70287,8.990748,1885-01-01,,1885.0,,2008.0,POINT (8.990748 56.70287)
550,027,Rudkøbing Apotek,6,Engdraget 1,5900.0,01-01-1753 00:00,,1083.0,482.0,1083.0,"Engdraget 1, 5900 Denmark",54.934778,10.715505,1753-01-01,,1753.0,,2008.0,POINT (10.715505 54.934778)
551,254-A1,Ruds-Vedby Apoteksudsalg,8,Rudsgade 10B,4291.0,01.01.1991,"01Nov2002 0:00:00,000",30.0,303.0,,"Rudsgade 10B, 4291 Denmark",55.540887,11.37382,1991-01-01,2002-11-01,1991.0,2002.0,2008.0,POINT (11.37382 55.540887)
552,079-4,Rungsted Apotek,7,Rungsted Bytorv,2960.0,"14Jan2016 0:00:00,000",,1084.0,223.0,1084.0,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2016-01-14,,2016.0,,2016.0,POINT (12.5293171 55.8826574)
553,079-A2,Rungsted Apoteksudsalg,8,Rungsted Bytorv,2960.0,01.01.2001,"14Jan2016 0:00:00,000",1084.0,223.0,1084.0,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2001-01-01,2016-01-14,2001.0,2016.0,2008.0,POINT (12.5293171 55.8826574)
554,060-1,Ry Apotek filial af Skanderborg Apotek,7,Siimtoften 2,8680.0,"02Nov2015 0:00:00,000",,1082.0,746.0,1082.0,"Siimtoften 2, 8680 Denmark",56.093493,9.755564,2015-11-02,,2015.0,,2015.0,POINT (9.755564 56.093493)
555,060-A2,Ry Apoteksudsalg,8,Siimtoften 2,8680.0,01.01.2000,"30Oct2015 0:00:00,000",1082.0,737.0,1082.0,"Siimtoften 2, 8680 Denmark",56.093493,9.755564,2000-01-01,2015-10-30,2000.0,2015.0,2008.0,POINT (9.755564 56.093493)
556,196-A2,Ryomgård Apoteksudsalg,8,Vestergade 35,8550.0,02.07.2008,"28Feb2010 0:00:00,000",70.0,721.0,,"Vestergade 35, 8550 Denmark",56.381335,10.498459,2008-02-07,2010-02-28,2008.0,2010.0,2008.0,POINT (10.498459 56.381335)
557,197-1,Ryparken Apotek,7,Lyngbyvej 153,2100.0,"30Aug2019 0:00:00,000",,1084.0,101.0,1084.0,"Lyngbyvej 153, 2100 Denmark",55.717985,12.556509,2019-08-30,,2019.0,,2019.0,POINT (12.556509 55.717985)
558,081,Rødby Løve Apotek,13,Østergade 51,4970.0,01-01-1819 00:00,,1085.0,360.0,1085.0,"Østergade 51, 4970 Denmark",54.695624,11.393973,1819-01-01,,1819.0,,2008.0,POINT (11.393973 54.695624)
559,286,Rødding Apotek,6,Kongevej 2,6630.0,01-01-1839 00:00,,1083.0,575.0,1083.0,"Kongevej 2, 6630 Denmark",55.369002,9.059565,1839-01-01,,1839.0,,2008.0,POINT (9.059564999999999 55.369002)
560,287-1,Rødekro Apotek,7,Østergade 6,6230.0,"05Oct2015 0:00:00,000",,1083.0,580.0,1083.0,"Østergade 6, 6230 Denmark",55.06998,9.336114,2015-10-05,,2015.0,,2015.0,POINT (9.336114 55.06998)
561,287-A1,Rødekro Apoteksudsalg,8,Østergade 6,6230.0,01.05.2011,"05Oct2015 0:00:00,000",1083.0,580.0,1083.0,"Østergade 6, 6230 Denmark",55.06998,9.336114,2011-01-05,2015-10-05,2011.0,2015.0,2011.0,POINT (9.336114 55.06998)
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610.0,"01Jan1937 0:00:00,000",,1084.0,175.0,1084.0,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937.0,,2008.0,POINT (12.547045 55.711942)
563,354-2,Rødovre Krone Apotek,7,"Rødovre Centrum 1R, st. 6",2610.0,"29Aug2016 0:00:00,000",,1084.0,175.0,1084.0,"Rødovre Centrum 1R, st. 6, 2610 Denmark",55.666303,12.532792,2016-08-29,,2016.0,,2016.0,POINT (12.532792 55.666303)
565,360-A2,Rødovrevej Apoteksudsalg,8,Fortvej 5,2610.0,01.01.1994,"03Aug2015 0:00:00,000",1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,1994-01-01,2015-08-03,1994.0,2015.0,2008.0,POINT (12.458643 55.695916)
566,070-2,Rønde Apotek,7,Ceresvej 16-18,8410.0,"07Dec2015 0:00:00,000",,1082.0,706.0,1082.0,"Ceresvej 16-18, 8410 Denmark",56.3009887,10.4780139,2015-12-07,,2015.0,,2015.0,POINT (10.4780139 56.3009887)
567,070-1-A2,Rønde Apoteksudsalg,8,Ceresvej 16-18,8410.0,01.01.1992,"07Dec2015 0:00:00,000",1082.0,706.0,1082.0,"Ceresvej 16-18, 8410 Denmark",56.3009887,10.4780139,1992-01-01,2015-12-07,1992.0,2015.0,2008.0,POINT (10.4780139 56.3009887)
568,042,Rønne Apotek,6,Store Torvegade 12,3700.0,01-01-1760 00:00,,1084.0,400.0,1084.0,"Store Torvegade 12, 3700 Denmark",55.103619,14.6995,1760-01-01,,1760.0,,2008.0,POINT (14.6995 55.103619)
569,191-1,Rådhusapoteket Helsinge,7,Frederiksborgvej 20,3200.0,"26Oct2015 0:00:00,000",,1084.0,270.0,1084.0,"Frederiksborgvej 20, 3200 Denmark",56.019687,12.200267,2015-10-26,,2015.0,,2015.0,POINT (12.200267 56.019687)
570,056,Sakskøbing Apotek,6,Søndergade 9,4990.0,01-01-1804 00:00,"01Dec2017 0:00:00,000",1085.0,376.0,1085.0,"Søndergade 9, 4990 Denmark",54.798908,11.636579,1804-01-01,2017-12-01,1804.0,2017.0,2008.0,POINT (11.636579 54.798908)
571,013-2,Sakskøbing Løve Apotek,7,Søndergade 11,4990.0,"15Sep2017 0:00:00,000",,1085.0,376.0,1085.0,"Søndergade 11, 4990 Denmark",54.798709,11.6368,2017-09-15,,2017.0,,2017.0,POINT (11.6368 54.798709)
572,105-A1,Saltum Apoteksudsalg,8,Tinghøjgade 13,9493.0,01-01-1857 00:00,"01Jun2014 0:00:00,000",1081.0,849.0,1081.0,"Tinghøjgade 13, 9493 Denmark",57.2830968,9.6958702,1857-01-01,2014-06-01,1857.0,2014.0,2008.0,POINT (9.6958702 57.2830968)
573,071,Samsø Apotek,6,"Langgade 6, Tranebjerg",8305.0,01-01-1815 00:00,"01Jan2005 0:00:00,000",70.0,741.0,,"Langgade 6, Tranebjerg, 8305 Denmark",55.8326137,10.5894103,1815-01-01,2005-01-01,1815.0,2005.0,2008.0,POINT (10.5894103 55.8326137)
574,096-1,Samsø Apotek,7,"Langgade 6, Tranebjerg",8305.0,"01Jan2005 0:00:00,000",,1082.0,741.0,1082.0,"Langgade 6, Tranebjerg, 8305 Denmark",55.8326137,10.5894103,2005-01-01,,2005.0,,2008.0,POINT (10.5894103 55.8326137)
575,053-2,Sct. Mathias Apotek,7,"Sct. Mathias Gade 38, lejemål 202",8800.0,"01Feb2018 0:00:00,000",,1082.0,791.0,1082.0,"Sct. Mathias Gade 38, lejemål 202, 8800 Denmark",56.4532,9.402,2018-02-01,,2018.0,,2018.0,POINT (9.401999999999999 56.4532)
576,161-2,Sct. Nicolai Apotek Vest,7,Kvickly Storcenter Vestergade 167,5700.0,"01Sep2016 0:00:00,000",,1083.0,479.0,1083.0,"Kvickly Storcenter Vestergade 167, 5700 Denmark",55.0598,10.6068,2016-09-01,,2016.0,,2016.0,POINT (10.6068 55.0598)
577,204,Silkeborg Himmelbjerg Apotek,6,Borgergade 20,8600.0,"01Jan1903 0:00:00,000",,1082.0,740.0,1082.0,"Borgergade 20, 8600 Denmark",56.17723,9.55455,1903-01-01,,1903.0,,2008.0,POINT (9.554550000000001 56.17723)
578,204-1,Silkeborg Nørrevænget Apotek,7,Viborgvej 16 D,8600.0,"01Mar2018 0:00:00,000",,1082.0,740.0,1082.0,"Viborgvej 16 D, 8600 Denmark",56.1892524,9.5374955,2018-03-01,,2018.0,,2018.0,POINT (9.5374955 56.1892524)
579,344,Silkeborg Svane Apotek,6,Torvet 9,8600.0,"01Jan1938 0:00:00,000",,1082.0,740.0,1082.0,"Torvet 9, 8600 Denmark",56.169873,9.549949,1938-01-01,,1938.0,,2008.0,POINT (9.549949 56.169873)
