,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear
110,178-3,Egå Apotek,7,Egå Havvej 2H,8250.0,08Jan2018 0:00:00.000,,1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211159,10.279405,2018-01-08,2018.0,2018.0,2018-01-08,,2018.0,
111,178-A1,Egå Apoteksudsalg,8,Egå Havvej 2H,8250.0,,08Jan2018 0:00:00.000,1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211159,10.279405,,,2008.0,,2018-01-08,,2018.0
112,189,Ejby Apotek,6,Algade 4,5592.0,01Jan1901 0:00:00.000,,1083.0,410.0,1083.0,"Algade 4, 5592 Denmark",55.429067,9.928937,1901-01-01,1901.0,2008.0,1901-01-01,,1901.0,
113,131-2,Engelsborg Apotek,7,Fabrikvej 2,8800.0,02Nov2015 0:00:00.000,,1082.0,791.0,1082.0,"Fabrikvej 2, 8800 Denmark",56.466799,9.400005,2015-11-02,2015.0,2015.0,2015-11-02,,2015.0,
114,015-A3,Erritsø Apoteksudsalg,8,Erritsø Butikstorv,7000.0,,01Feb2016 0:00:00.000,1083.0,607.0,1083.0,"Erritsø Butikstorv, 7000 Denmark",55.5657,9.7526,,,2008.0,,2016-02-01,,2016.0
115,363-3,Esbjerg City Nord Apotek,7,Stormgade 157,6715.0,01Oct2016 0:00:00.000,,1083.0,561.0,1083.0,"Stormgade 157, 6715 Denmark",55.511099,8.456387,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,
116,363,Esbjerg Jerne Apotek,6,Strandby Kirkevej 80,6705.0,01Jan1967 0:00:00.000,,1083.0,561.0,1083.0,"Strandby Kirkevej 80, 6705 Denmark",55.478814,8.480168,1967-01-01,1967.0,2008.0,1967-01-01,,1967.0,
117,158,Esbjerg Krone Apotek,6,Kongensgade 36,6700.0,01Jan1929 0:00:00.000,,1083.0,561.0,1083.0,"Kongensgade 36, 6700 Denmark",55.465863,8.452508,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,
118,158-1,Esbjerg Krone Apotek Broen,7,"Exnersgade 18, st. 15",6700.0,10Apr2017 0:00:00.000,,1083.0,561.0,1083.0,"Exnersgade 18, st. 15, 6700 Denmark",55.4667,8.45,2017-04-10,2017.0,2017.0,2017-04-10,,2017.0,
119,233,Esbjerg Neptun Apotek,6,Stormgade 2,6700.0,01Jan1910 0:00:00.000,,1083.0,561.0,1083.0,"Stormgade 2, 6700 Denmark",55.466783,8.442996,1910-01-01,1910.0,2008.0,1910-01-01,,1910.0,
120,154-1,Espergærde Apotek,7,Nørremarken 3,3060.0,,,1084.0,217.0,1084.0,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,,,2008.0,,,,
121,206,Fakse Apotek,6,Rønnedevej 15,4640.0,01-01-1892 00:00,,1085.0,320.0,1085.0,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,1892.0,2008.0,1892-01-01,,1892.0,
122,363-1,Fanø Apotek,7,Hovedgaden 64,6720.0,,,1083.0,563.0,1083.0,"Hovedgaden 64, 6720 Denmark",55.444787,8.403412,,,2008.0,,,,
123,107,Farsø Apotek,6,Nørregade 11,9640.0,01-01-1860 00:00,01May2018 0:00:00.000,1081.0,820.0,1081.0,"Nørregade 11, 9640 Denmark",56.773242,9.339891,1860-01-01,1860.0,2008.0,1860-01-01,2018-05-01,1860.0,2018.0
124,259-2,Farsø Apotek,7,Torvet 8,9640.0,01May2018 0:00:00.000,,1081.0,820.0,1081.0,"Torvet 8, 9640 Denmark",56.771268,9.340145,2018-05-01,2018.0,2018.0,2018-05-01,,2018.0,
125,278,Farum Apotek,6,Farum Bytorv 69,3520.0,01-01-1885 00:00,,1084.0,190.0,1084.0,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,1885.0,2008.0,1885-01-01,,1885.0,
126,012-A1,Fensmark Apoteksudsalg,8,"Holmegårdsvej 1 A, Fensmark",4684.0,,,1085.0,370.0,1085.0,"Holmegårdsvej 1 A, Fensmark, 4684 Denmark",55.3411,12.0694,,,2008.0,,,,
127,152-A3,Ferritslev Apoteksudsalg,8,Ørbækvej 883,5863.0,01Sep2013 0:00:00.000,02May2016 0:00:00.000,1083.0,430.0,1083.0,"Ørbækvej 883, 5863 Denmark",55.308372,10.584103,2013-09-01,2013.0,2013.0,2013-09-01,2016-05-02,2013.0,2016.0
128,029-2,Fields Apotek,7,Arne Jacobsens Allé 12,2300.0,20Jul2015 0:00:00.000,,1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2015-07-20,2015.0,2015.0,2015-07-20,,2015.0,
129,029-A1,Fields Copenhagen Apoteksudsalg,8,Arne Jacobsens Allé 12,2300.0,01Aug2010 0:00:00.000,20Jul2015 0:00:00.000,1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2010-08-01,2010.0,2010.0,2010-08-01,2015-07-20,2010.0,2015.0
130,039-1,Fjerritslev Apotek,7,Østergade 11-13,9690.0,01Jul2010 0:00:00.000,,1081.0,849.0,1081.0,"Østergade 11-13, 9690 Denmark",57.0878982,9.2768842,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,
131,073,Fjerritslev Apotek,6,Jernbanegade 2,9690.0,01-01-1824 00:00,30Jun2010 0:00:00.000,1081.0,849.0,1081.0,"Jernbanegade 2, 9690 Denmark",57.086724,9.265714,1824-01-01,1824.0,2008.0,1824-01-01,2010-06-30,1824.0,2010.0
132,068-2,Fjord Apoteket Frederikssund,7,Kalvøvej 2A,3600.0,12Nov2018 0:00:00.000,,1084.0,250.0,1084.0,"Kalvøvej 2A, 3600 Denmark",55.836156,12.05828,2018-11-12,2018.0,2018.0,2018-11-12,,2018.0,
133,177-2,Folkebo Apotek,7,Hjallesevej 201B,5230.0,27Nov2017 0:00:00.000,,1083.0,461.0,1083.0,"Hjallesevej 201B, 5230 Denmark",55.3725673,10.3954651,2017-11-27,2017.0,2017.0,2017-11-27,,2017.0,
134,177-A1,Folkebo Apoteksudsalg,8,Hjallesevej 207,5230.0,,27Nov2017 0:00:00.000,1083.0,461.0,1083.0,"Hjallesevej 207, 5230 Denmark",55.374928,10.395717,,,2008.0,,2017-11-27,,2017.0
135,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480.0,,,1084.0,210.0,1084.0,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,,,2008.0,,,,
136,223,Fredericia Krone Apotek,13,Prinsessegade 45-49,7000.0,01Jan1907 0:00:00.000,,1083.0,607.0,1083.0,"Prinsessegade 45-49, 7000 Denmark",55.5686138,9.7577204,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,
137,015-2,Fredericia Løve Apoteket Vestcentret,7,Venusvej 10 B,7000.0,01Jul2015 0:00:00.000,,1083.0,607.0,1083.0,"Venusvej 10 B, 7000 Denmark",55.5672145,9.7242483,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
138,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850.0,01-01-1867 00:00,,1084.0,147.0,1084.0,"Gammel Kongevej 162, 1850 Denmark",55.6759585,12.5433837,1867-01-01,1867.0,2008.0,1867-01-01,,1867.0,
139,310,Frederiksberg Apoteket Bjørnen,6,Nordens Plads 16,2000.0,01Nov1977 0:00:00.000,31May2004 0:00:00.000,14.0,147.0,,"Nordens Plads 16, 2000 Denmark",55.6722691,12.5009622,1977-11-01,1977.0,2008.0,1977-11-01,2004-05-31,1977.0,2004.0
140,184,Frederiksberg Apoteket Godthåb,6,Godthåbsvej 4,2000.0,12Nov1901 0:00:00.000,,1084.0,147.0,1084.0,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,1901.0,2008.0,1901-11-12,,1901.0,
141,327,Frederiksberg Dalgas Boulevard Apotek,6,Dalgas Boulevard 91,2000.0,,,1084.0,147.0,1084.0,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,,,2008.0,,,,
142,222,Frederiksberg Fasan Apotek,6,Godthåbsvej 58,2000.0,01Jan1907 0:00:00.000,23Dec2004 0:00:00.000,14.0,147.0,,"Godthåbsvej 58, 2000 Denmark",55.687515,12.529509,1907-01-01,1907.0,2008.0,1907-01-01,2004-12-23,1907.0,2004.0
143,262,Frederiksberg Gl. Kongevej Apotek,13,Gammel Kongevej 76,1850.0,01Jan1916 0:00:00.000,,1084.0,147.0,1084.0,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,1916.0,2008.0,1916-01-01,,1916.0,
144,334-1,Frederiksberg Løve Apotek,7,Falkoner Alle 88,2000.0,22Nov2018 0:00:00.000,,1084.0,147.0,1084.0,"Falkoner Alle 88, 2000 Denmark",55.685481,12.539029,2018-11-22,2018.0,2018.0,2018-11-22,,2018.0,
145,185,Frederiksberg Smallegades Apotek,6,Smallegade 46,2000.0,01Jan1900 0:00:00.000,,1084.0,147.0,1084.0,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,
146,066,Frederikshavn Løve Apotek,6,Hangaardsvej 7,9900.0,01-01-1810 00:00,,1081.0,813.0,1081.0,"Hangaardsvej 7, 9900 Denmark",57.438716,10.534169,1810-01-01,1810.0,2008.0,1810-01-01,,1810.0,
147,313,Frederikshavn Svane Apotek,6,Søndergade 1,9900.0,01Jan1923 0:00:00.000,,1081.0,813.0,1081.0,"Søndergade 1, 9900 Denmark",57.4359967,10.5326445,1923-01-01,1923.0,2008.0,1923-01-01,,1923.0,
148,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600.0,01-01-1815 00:00,,1084.0,250.0,1084.0,"Nygade 1, 1. sal 18, 3600 Denmark",55.8396,12.069,1815-01-01,1815.0,2008.0,1815-01-01,,1815.0,
149,080,Frederiksværk Apotek,6,Nørregade 4,3300.0,11-12-1857 00:00,,1084.0,260.0,1084.0,"Nørregade 4, 3300 Denmark",55.973217,12.021654,1857-11-12,1857.0,2008.0,1857-11-12,,1857.0,
150,355,Friheden Apotek,6,Strandmarksvej 20,2650.0,01Jan1958 0:00:00.000,,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,1958.0,2008.0,1958-01-01,,1958.0,
151,102,Fuglebjerg Apotek,6,Indre Krummerupvej 1,4250.0,01-01-1856 00:00,31Jul2007 0:00:00.000,1085.0,370.0,1085.0,"Indre Krummerupvej 1, 4250 Denmark",55.305321,11.545945,1856-01-01,1856.0,2008.0,1856-01-01,2007-07-31,1856.0,2007.0
152,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250.0,01Aug2007 0:00:00.000,,1085.0,370.0,1085.0,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,2007.0,2008.0,2007-08-01,,2007.0,
153,034,Faaborg Løve Apotek,6,Herregårdscentret 6,5600.0,01-01-1753 00:00,,1083.0,430.0,1083.0,"Herregårdscentret 6, 5600 Denmark",55.100625,10.240043,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
154,129,Galten Apotek,13,Torvet 3,8464.0,01-01-1876 00:00,,1082.0,746.0,1082.0,"Torvet 3, 8464 Denmark",56.155132,9.90418,1876-01-01,1876.0,2008.0,1876-01-01,,1876.0,
155,215,Gentofte Apotek,13,Gentoftegade 35,2820.0,01Jan1904 0:00:00.000,,1084.0,157.0,1084.0,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,1904.0,2008.0,1904-01-01,,1904.0,
156,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250.0,01-01-1869 00:00,,1084.0,270.0,1084.0,"Vesterbrogade 6 B, 3250 Denmark",56.1236594,12.2911035,1869-01-01,1869.0,2008.0,1869-01-01,,1869.0,
157,115,Give Apotek,6,Østergade 8-14,7323.0,01-01-1869 00:00,,1083.0,630.0,1083.0,"Østergade 8-14, 7323 Denmark",55.8463179,9.2395159,1869-01-01,1869.0,2008.0,1869-01-01,,1869.0,
158,024-2,Glamsbjerg Apotek,7,Søndergade 70,5620.0,01May2017 0:00:00.000,,1083.0,420.0,1083.0,"Søndergade 70, 5620 Denmark",55.273574,10.107259,2017-05-01,2017.0,2017.0,2017-05-01,,2017.0,
159,024-1-A1,Glamsbjerg Apoteksudsalg,8,Søndergade 26,5620.0,,01May2017 0:00:00.000,1083.0,420.0,1083.0,"Søndergade 26, 5620 Denmark",55.277139,10.10635,,,2008.0,,2017-05-01,,2017.0
160,076-A1,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,,30Nov2004 0:00:00.000,70.0,731.0,,"Glarbjergvej 85, 8900 Denmark",56.4801818,10.0406096,,,2008.0,,2004-11-30,,2004.0
161,274-A3,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,01Dec2004 0:00:00.000,,1082.0,730.0,1082.0,"Glarbjergvej 85, 8900 Denmark",56.4801818,10.0406096,2004-12-01,2004.0,2008.0,2004-12-01,,2004.0,
162,109,Glostrup Apotek,6,Hovedvejen 101,2600.0,01-01-1863 00:00,,1084.0,161.0,1084.0,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,1863.0,2008.0,1863-01-01,,1863.0,
163,137,Glumsø Apotek,13,Østergade 8,4171.0,01-01-1883 00:00,,1085.0,370.0,1085.0,"Østergade 8, 4171 Denmark",55.352931,11.692252,1883-01-01,1883.0,2008.0,1883-01-01,,1883.0,
164,286-1,Gram Apotek,7,Torvet 4,6510.0,,,1083.0,510.0,1083.0,"Torvet 4, 6510 Denmark",55.288534,9.048805,,,2008.0,,,,
165,225-A1,Grantoften Apoteksudsalg,8,Grantoftestræde 11,2750.0,,09Dec2011 0:00:00.000,1084.0,151.0,,"Grantoftestræde 11, 2750 Denmark",55.727339,12.34331,,,2008.0,,2011-12-09,,2011.0
166,037,Grenaa Apotek,6,Kannikegade 12,8500.0,01-01-1753 00:00,,1082.0,707.0,1082.0,"Kannikegade 12, 8500 Denmark",56.41217,10.876357,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
167,370,Greve Apotek,6,Greve Midtby Center 14 B,2670.0,27Jun2005 0:00:00.000,,1085.0,253.0,1085.0,"Greve Midtby Center 14 B, 2670 Denmark",55.5833,12.3,2005-06-27,2005.0,2008.0,2005-06-27,,2005.0,
168,365-22,Greve Apotek (gl),7,Greve Midtby Center 6 E,2670.0,,27Jun2005 0:00:00.000,25.0,253.0,,"Greve Midtby Center 6 E, 2670 Denmark",55.5833,12.3,,,2008.0,,2005-06-27,,2005.0
169,088,Grindsted Apotek,6,Borgergade 29,7200.0,01-01-1842 00:00,,1083.0,530.0,1083.0,"Borgergade 29, 7200 Denmark",55.756261,8.931128,1842-01-01,1842.0,2008.0,1842-01-01,,1842.0,
170,088-2,Grindsted Lyng Apotek,7,Vestergade 34,7200.0,01Nov2019 0:00:00.000,,1083.0,530.0,1083.0,"Vestergade 34, 7200 Denmark",55.759238,8.922282,2019-11-01,2019.0,2019.0,2019-11-01,,2019.0,
171,113-A1,Græsted Apoteksudsalg,8,Græsted Hovedgade 8,3230.0,,,1084.0,270.0,1084.0,"Græsted Hovedgade 8, 3230 Denmark",56.0652747,12.2845507,,,2008.0,,,,
172,289,Gråsten Apotek,6,Sundsnæs 13,6300.0,01-01-1828 00:00,,1083.0,540.0,1083.0,"Sundsnæs 13, 6300 Denmark",54.910857,9.588866,1828-01-01,1828.0,2008.0,1828-01-01,,1828.0,
173,297-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,,11Jul2014 0:00:00.000,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.990255,9.865762,,,2008.0,,2014-07-11,,2014.0
174,298-1-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,01Feb2014 0:00:00.000,,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.990255,9.865762,2014-02-01,2014.0,2014.0,2014-02-01,,2014.0,
175,136-1,Guldborgsund Svane Apotek,7,"Guldborgsundcentret 23, Sundby",4800.0,01Jun2020 0:00:00.000,,1085.0,376.0,1085.0,"Guldborgsundcentret 23, Sundby, 4800 Denmark",54.758857,11.854634,2020-06-01,2020.0,2020.0,2020-06-01,,2020.0,
176,323-2,Gyldenrisparkens Apotek,7,Amagerbrogade 264,2300.0,01Sep2015 0:00:00.000,,1084.0,101.0,1084.0,"Amagerbrogade 264, 2300 Denmark",55.642544,12.615792,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
177,254-1,Gørlev Apotek,7,Algade 29,4281.0,,,1085.0,326.0,1085.0,"Algade 29, 4281 Denmark",55.539444,11.226409,,,2008.0,,,,
178,291,Haderslev Hjorte Apotek,6,Bispebroen 2 A,6100.0,01-01-1753 00:00,,1083.0,510.0,1083.0,"Bispebroen 2 A, 6100 Denmark",55.25049,9.4842702,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
179,047-2,Haderslev Krone Apotek,7,Bredgade 12,6100.0,29Aug2019 0:00:00.000,,1083.0,510.0,1083.0,"Bredgade 12, 6100 Denmark",55.254849,9.48258,2019-08-29,2019.0,2019.0,2019-08-29,,2019.0,
180,292,Haderslev Løve Apotek,13,Jomfrustien 40,6100.0,01-01-1802 00:00,,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.250568,9.496685,1802-01-01,1802.0,2008.0,1802-01-01,,1802.0,
181,164,Hadsten Apotek,6,Vesselbjergvej 8,8370.0,01-01-1896 00:00,,1082.0,710.0,1082.0,"Vesselbjergvej 8, 8370 Denmark",56.328232,10.047822,1896-01-01,1896.0,2008.0,1896-01-01,,1896.0,
182,164-2,Hadsten Gazelle Apotek,7,Bavne Allé 25,8370.0,01Feb2016 0:00:00.000,13Dec2016 0:00:00.000,1082.0,710.0,,"Bavne Allé 25, 8370 Denmark",56.32052,10.079663,2016-02-01,2016.0,2016.0,2016-02-01,2016-12-13,2016.0,2016.0
183,218,Hadsund Apotek,6,Storegade 23-25,9560.0,01Jan1905 0:00:00.000,,1081.0,846.0,1081.0,"Storegade 23-25, 9560 Denmark",56.7153131,10.1131185,1905-01-01,1905.0,2008.0,1905-01-01,,1905.0,
184,144-1,Hals Apotek,7,Havnegade 7A,9370.0,01Feb2006 0:00:00.000,,1081.0,851.0,1081.0,"Havnegade 7A, 9370 Denmark",56.993303,10.307272,2006-02-01,2006.0,2008.0,2006-02-01,,2006.0,
185,245,Hals Apotek,6,Havnegade 4,9370.0,01Jan1903 0:00:00.000,01Feb2006 0:00:00.000,80.0,817.0,,"Havnegade 4, 9370 Denmark",56.993865,10.307159,1903-01-01,1903.0,2008.0,1903-01-01,2006-02-01,1903.0,2006.0
186,087,Hammel Frijsenborg Apotek,13,Østergade 1,8450.0,01-01-1841 00:00,,1082.0,710.0,1082.0,"Østergade 1, 8450 Denmark",56.2572838,9.8686624,1841-01-01,1841.0,2008.0,1841-01-01,,1841.0,
187,131-1,Hammershøj Apotek,7,Randersvej 8,8830.0,,,1082.0,791.0,1082.0,"Randersvej 8, 8830 Denmark",56.499378,9.751857,,,2008.0,,,,
188,247-A1,Hanstholm Apoteksudsalg,8,Bytorvet 20,7730.0,,,1081.0,787.0,1081.0,"Bytorvet 20, 7730 Denmark",57.112953,8.606767,,,2008.0,,,,
189,129-1,Harlev Apotek,7,Gl. Stillingvej 427,8462.0,01Sep2015 0:00:00.000,,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
190,129-A1,Harlev Apoteksudsalg,8,Gl. Stillingvej 427,8462.0,02Dec2002 0:00:00.000,01Sep2015 0:00:00.000,1082.0,746.0,1082.0,"Gl. Stillingvej 427, 8462 Denmark",56.35,10.05,2002-12-02,2002.0,2008.0,2002-12-02,2015-09-01,2002.0,2015.0
191,337-1,Hasle Apotek,7,"Hasle Torv, Viborgvej 150",8210.0,16Nov2015 0:00:00.000,,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1663,10.1987,2015-11-16,2015.0,2015.0,2015-11-16,,2015.0,
192,337-A1,Hasle Apoteksudsalg,8,"Hasle Torv, Viborgvej 150",8210.0,,13Nov2015 0:00:00.000,1082.0,751.0,1082.0,"Hasle Torv, Viborgvej 150, 8210 Denmark",56.1663,10.1987,,,2008.0,,2015-11-13,,2015.0
193,100,Haslev Apotek,6,Jernbanegade 11,4690.0,01-01-1856 00:00,,1085.0,320.0,1085.0,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527,1856-01-01,1856.0,2008.0,1856-01-01,,1856.0,
194,255-1,Hasseris Apotek,7,Hasseris Bymidte 9,9000.0,01Sep2015 0:00:00.000,,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
195,255-A2,Hasseris Bymidte Apoteksudsalg,8,Hasseris Bymidte 9,9000.0,,01Sep2015 0:00:00.000,1081.0,851.0,1081.0,"Hasseris Bymidte 9, 9000 Denmark",57.036292,9.883598,,,2008.0,,2015-09-01,,2015.0
196,221,Havdrup Apotek,6,"Skovvej 5, Postboks 10",4622.0,01Jan1907 0:00:00.000,27Jun2005 0:00:00.000,25.0,269.0,,"Skovvej 5, Postboks 10, 4622 Denmark",55.5448,12.1239,1907-01-01,1907.0,2008.0,1907-01-01,2005-06-27,1907.0,2005.0
197,370-1,Havdrup Apotek,7,Møllemarken 8,4622.0,27Jun2005 0:00:00.000,,1085.0,269.0,1085.0,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,2005.0,2008.0,2005-06-27,,2005.0,
198,156-3,Havne Apoteket,7,Windfeld Hansensgade 2,7100.0,01Sep2016 0:00:00.000,,1083.0,630.0,1083.0,"Windfeld Hansensgade 2, 7100 Denmark",55.7093,9.5357,2016-09-01,2016.0,2016.0,2016-09-01,,2016.0,
199,225-3,Hedegårdens Apotek,7,Hedeparken 9,2750.0,20Jun2016 0:00:00.000,,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,2016-06-20,2016.0,2016.0,2016-06-20,,2016.0,
200,225-A2,Hedegårdens Apoteksudsalg,8,Hedeparken 9,2750.0,,20Jun2016 0:00:00.000,1084.0,151.0,1084.0,"Hedeparken 9, 2750 Denmark",55.719146,12.357151,,,2008.0,,2016-06-20,,2016.0
201,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640.0,,,1084.0,169.0,1084.0,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,,,2008.0,,,,
202,248,Hedensted Apotek,6,Bytorvet 21 B,8722.0,01Jan1914 0:00:00.000,,1082.0,766.0,1082.0,"Bytorvet 21 B, 8722 Denmark",55.7685767,9.6999617,1914-01-01,1914.0,2008.0,1914-01-01,,1914.0,
203,182,Hellerup Apotek,13,Strandvejen 165,2900.0,01Jan1900 0:00:00.000,,1084.0,157.0,1084.0,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,
204,330,Hellerup Øregård Apotek,6,Strandvejen 203,2900.0,01Jan1932 0:00:00.000,31Oct2003 0:00:00.000,15.0,157.0,,"Strandvejen 203, 2900 Denmark",55.737369,12.575312,1932-01-01,1932.0,2008.0,1932-01-01,2003-10-31,1932.0,2003.0
205,191,Helsinge Apotek,6,Østergade 35,3200.0,01Jan1901 0:00:00.000,,1084.0,270.0,1084.0,"Østergade 35, 3200 Denmark",55.679392,12.582014,1901-01-01,1901.0,2008.0,1901-01-01,,1901.0,
206,364,Helsingør Axeltorvs Apotek,6,Groskenstræde 2 A,3000.0,01Jan1968 0:00:00.000,,1084.0,217.0,1084.0,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,1968.0,2008.0,1968-01-01,,1968.0,
207,238,Helsingør Stengades Apotek,6,Stengade 46,3000.0,01Jan1912 0:00:00.000,,1084.0,217.0,1084.0,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,1912.0,2008.0,1912-01-01,,1912.0,
208,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681.0,01Feb2017 0:00:00.000,,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,2017-02-01,2017.0,2017.0,2017-02-01,,2017.0,
209,368-A1,Herfølge Apoteksudsalg,8,Vordingborgvej 106,4681.0,,31Jan2016 0:00:00.000,1085.0,259.0,1085.0,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,,,2008.0,,2016-01-31,,2016.0
210,351,Herlev Apotek,6,Herlev Torv 13,2730.0,01Jan1951 0:00:00.000,,1084.0,163.0,1084.0,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,1951.0,2008.0,1951-01-01,,1951.0,
211,078,Herning Løve Apotek,6,Bredgade 45,7400.0,01-01-1832 00:00,,1082.0,657.0,1082.0,"Bredgade 45, 7400 Denmark",56.136107,8.969861,1832-01-01,1832.0,2008.0,1832-01-01,,1832.0,
212,281,Herning Østergades Apotek,6,Østergade 5,7400.0,15Sep1920 0:00:00.000,,1082.0,657.0,1082.0,"Østergade 5, 7400 Denmark",56.136348,8.976014,1920-09-15,1920.0,2008.0,1920-09-15,,1920.0,
213,035-1,Hesselager Apotek,7,Langgade 5,5874.0,01Jun2012 0:00:00.000,,1083.0,479.0,1083.0,"Langgade 5, 5874 Denmark",55.170855,10.734611,2012-06-01,2012.0,2012.0,2012-06-01,,2012.0,
214,117,Hesselager Apotek,6,Langgade 20,5874.0,01-01-1870 00:00,01Jun2012 0:00:00.000,1083.0,479.0,1083.0,"Langgade 20, 5874 Denmark",55.169293,10.734126,1870-01-01,1870.0,2008.0,1870-01-01,2012-06-01,1870.0,2012.0
215,044,Hillerød Frederiksborg Apotek,6,Slotsgade 26,3400.0,01-01-1792 00:00,,1084.0,219.0,1084.0,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,1792.0,2008.0,1792-01-01,,1792.0,
216,367,Hillerød Krone Apotek,6,Helsingørsgade 10,3400.0,01Jan1998 0:00:00.000,,1084.0,219.0,1084.0,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,1998.0,2008.0,1998-01-01,,1998.0,
217,367-2,Hillerød Øst Apotek,7,Fredskovhellet 1,3400.0,27Apr2020 0:00:00.000,,1084.0,219.0,1084.0,"Fredskovhellet 1, 3400 Denmark",55.9324594,12.3354543,2020-04-27,2020.0,2020.0,2020-04-27,,2020.0,
218,164-1,Hinnerup Apotek,7,Storegade 5,8382.0,01Oct2006 0:00:00.000,,1082.0,710.0,1082.0,"Storegade 5, 8382 Denmark",56.264038,10.062066,2006-10-01,2006.0,2008.0,2006-10-01,,2006.0,
219,356,Hirtshals Apotek,6,Jørgen Fibigersgade 18,9850.0,01Jan1959 0:00:00.000,,1081.0,860.0,1081.0,"Jørgen Fibigersgade 18, 9850 Denmark",57.590496,9.959974,1959-01-01,1959.0,2008.0,1959-01-01,,1959.0,
220,144-2,Hjallerup Apotek,7,Søndergade 6,9320.0,19Mar2018 0:00:00.000,,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145376,2018-03-19,2018.0,2018.0,2018-03-19,,2018.0,
221,144-A1,Hjallerup Apoteksudsalg,8,Søndergade 6,9320.0,,19Mar2018 0:00:00.000,1081.0,810.0,1081.0,"Søndergade 6, 9320 Denmark",57.168611,10.145376,,,2008.0,,2018-03-19,,2018.0
