,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear
445,124-1,Oksbøl Apotek,7,Vestergade 14,6840.0,22May2017 0:00:00.000,,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625357,8.27817,2017-05-22,2017.0,2017.0,2017-05-22,,2017.0,
446,124-A1,Oksbøl Apoteksudsalg,8,Vestergade 14,6840.0,,22May2017 0:00:00.000,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625357,8.27817,,,2008.0,,2017-05-22,,2017.0
447,325,Ordrup Apotek,6,Ordrupvej 80,2920.0,01Jan1930 0:00:00.000,,1084.0,157.0,1084.0,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,1930.0,2008.0,1930-01-01,,1930.0,
448,121,Otterup Apotek,6,Nørregade 2,5450.0,01-01-1871 00:00,,1083.0,480.0,1083.0,"Nørregade 2, 5450 Denmark",55.515298,10.39833,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,
449,003-2,Overlund Apotek,7,"c/o Løvbjerg, Randersvej 60",8800.0,18Jun2018 0:00:00.000,,1082.0,791.0,1082.0,"c/o Løvbjerg, Randersvej 60, 8800 Denmark",56.4532,9.402,2018-06-18,2018.0,2018.0,2018-06-18,,2018.0,
450,301-1,Padborg Apotek,7,Bovvej 9,6330.0,,,1083.0,580.0,1083.0,"Bovvej 9, 6330 Denmark",54.82629,9.362908,,,2008.0,,,,
451,011-3,Paderup Løve Apotek,7,Merkurvej 55,8960.0,28Sep2017 0:00:00.000,,1082.0,730.0,1082.0,"Merkurvej 55, 8960 Denmark",56.42967,10.063987,2017-09-28,2017.0,2017.0,2017-09-28,,2017.0,
452,105-1,Pandrup Apotek,7,Bredgade 3,9490.0,01Sep2015 0:00:00.000,,1081.0,849.0,1081.0,"Bredgade 3, 9490 Denmark",57.224942,9.677366,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
453,105-A3,Pandrup Apoteksudsalg,8,Bredgade 6K,9490.0,,01Sep2015 0:00:00.000,1081.0,849.0,1081.0,"Bredgade 6K, 9490 Denmark",57.224031,9.676803,,,2008.0,,2015-09-01,,2015.0
454,365-2,Plusapoteket Waves,7,"Over Bølgen 3 D, Waves",2670.0,29Oct2015 0:00:00.000,,1085.0,253.0,1085.0,"Over Bølgen 3 D, Waves, 2670 Denmark",55.5833,12.3,2015-10-29,2015.0,2015.0,2015-10-29,,2015.0,
455,086,Præstø Apotek,6,Svend Gønges Torv 12,4720.0,01-01-1816 00:00,,1085.0,390.0,1085.0,"Svend Gønges Torv 12, 4720 Denmark",55.121942,12.040149,1816-01-01,1816.0,2008.0,1816-01-01,,1816.0,
456,238-1,Prøvestens Apotek,7,Birkedalsvej 7-9,3000.0,01Sep2015 0:00:00.000,,1084.0,217.0,1084.0,"Birkedalsvej 7-9, 3000 Denmark",56.0201605,12.5688102,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
457,238-A1,Prøvestenscentrets Apoteksudsalg,8,Birkedalsvej 7,3000.0,,01Sep2015 0:00:00.000,1084.0,217.0,1084.0,"Birkedalsvej 7, 3000 Denmark",56.020538,12.572381,,,2008.0,,2015-09-01,,2015.0
458,274,Randers Jernbane Apotek,6,Vestertorv 2,8900.0,01Jan1917 0:00:00.000,,1082.0,730.0,1082.0,"Vestertorv 2, 8900 Denmark",56.9545616,8.6851127,1917-01-01,1917.0,2008.0,1917-01-01,,1917.0,
459,011,Randers Løve Apotek,6,Østervold 24,8900.0,01-01-1753 00:00,,1082.0,730.0,1082.0,"Østervold 24, 8900 Denmark",56.460735,10.039052,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
460,326-3,Randers Nord Apotek,7,Mariagervej 175,8920.0,28Jun2018 0:00:00.000,,1082.0,730.0,1082.0,"Mariagervej 175, 8920 Denmark",56.482423,10.024875,2018-06-28,2018.0,2018.0,2018-06-28,,2018.0,
461,076,Randers Svane Apotek,6,Middelgade 2,8900.0,01-01-1831 00:00,30Nov2004 0:00:00.000,70.0,731.0,,"Middelgade 2, 8900 Denmark",56.45915,10.036283,1831-01-01,1831.0,2008.0,1831-01-01,2004-11-30,1831.0,2004.0
462,326,Randers Sønderbros Apotek,6,Dytmærsken 10,8900.0,01Jan1931 0:00:00.000,,1082.0,730.0,1082.0,"Dytmærsken 10, 8900 Denmark",56.458931,10.03876,1931-01-01,1931.0,2008.0,1931-01-01,,1931.0,
463,008,Ribe Apotek,13,J. Lauritzens Plads 14-16,6760.0,01-01-1753 00:00,,1083.0,561.0,1083.0,"J. Lauritzens Plads 14-16, 6760 Denmark",55.3311167,8.7683738,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
464,091,Ringe Apotek,13,Torvet 5,5750.0,01-01-1842 00:00,,1083.0,430.0,1083.0,"Torvet 5, 5750 Denmark",55.237205,10.47977,1842-01-01,1842.0,2008.0,1842-01-01,,1842.0,
465,038,Ringkøbing Løve Apotek,6,Torvegade 5,6950.0,01-01-1753 00:00,,1082.0,760.0,1082.0,"Torvegade 5, 6950 Denmark",56.0909433,8.2415235,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
466,077,Ringsted Apotek,6,Sct. Hansgade 23,4100.0,01-01-1808 00:00,,1085.0,329.0,1085.0,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,1808.0,2008.0,1808-01-01,,1808.0,
467,022-2,Ringsted Svane Apotek,7,Nørregade 13,4100.0,01Dec2019 0:00:00.000,,1085.0,329.0,1085.0,"Nørregade 13, 4100 Denmark",55.446888,11.788826,2019-12-01,2019.0,2019.0,2019-12-01,,2019.0,
468,252-4,Roskilde Apotek - Stationscentret,7,Stationscentret 12,4000.0,19Oct2016 0:00:00.000,01Apr2019 0:00:00.000,1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2016-10-19,2016.0,2016.0,2016-10-19,2019-04-01,2016.0,2019.0
469,017,Roskilde Dom Apotek,6,Algade 51,4000.0,01-01-1753 00:00,,1085.0,265.0,1085.0,"Algade 51, 4000 Denmark",55.640674,12.089246,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
470,170-4,Roskilde Stations Apotek,7,Stationscentret 12,4000.0,01Apr2019 0:00:00.000,,1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2019-04-01,2019.0,2019.0,2019-04-01,,2019.0,
471,170,Roskilde Svane Apotek,6,Skomagergade 19,4000.0,01-01-1898 00:00,,1085.0,265.0,1085.0,"Skomagergade 19, 4000 Denmark",55.640778,12.077801,1898-01-01,1898.0,2008.0,1898-01-01,,1898.0,
472,143,Roslev Apotek,6,Jernbanegade 15,7870.0,01-01-1885 00:00,,1082.0,779.0,1082.0,"Jernbanegade 15, 7870 Denmark",56.70287,8.990748,1885-01-01,1885.0,2008.0,1885-01-01,,1885.0,
473,027,Rudkøbing Apotek,6,Engdraget 1,5900.0,01-01-1753 00:00,,1083.0,482.0,1083.0,"Engdraget 1, 5900 Denmark",54.934778,10.715505,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
474,079-4,Rungsted Apotek,7,Rungsted Bytorv,2960.0,14Jan2016 0:00:00.000,,1084.0,223.0,1084.0,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2016-01-14,2016.0,2016.0,2016-01-14,,2016.0,
475,079-A2,Rungsted Apoteksudsalg,8,Rungsted Bytorv,2960.0,,14Jan2016 0:00:00.000,1084.0,223.0,1084.0,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,,,2008.0,,2016-01-14,,2016.0
476,060-1,Ry Apotek filial af Skanderborg Apotek,7,Siimtoften 2,8680.0,02Nov2015 0:00:00.000,,1082.0,746.0,1082.0,"Siimtoften 2, 8680 Denmark",56.093493,9.755564,2015-11-02,2015.0,2015.0,2015-11-02,,2015.0,
477,060-A2,Ry Apoteksudsalg,8,Siimtoften 2,8680.0,,30Oct2015 0:00:00.000,1082.0,737.0,1082.0,"Siimtoften 2, 8680 Denmark",56.093493,9.755564,,,2008.0,,2015-10-30,,2015.0
478,196-A2,Ryomgård Apoteksudsalg,8,Vestergade 35,8550.0,,28Feb2010 0:00:00.000,70.0,721.0,,"Vestergade 35, 8550 Denmark",56.381335,10.498459,,,2008.0,,2010-02-28,,2010.0
479,197-1,Ryparken Apotek,7,Lyngbyvej 153,2100.0,30Aug2019 0:00:00.000,,1084.0,101.0,1084.0,"Lyngbyvej 153, 2100 Denmark",55.717985,12.556509,2019-08-30,2019.0,2019.0,2019-08-30,,2019.0,
480,081,Rødby Løve Apotek,13,Østergade 51,4970.0,01-01-1819 00:00,,1085.0,360.0,1085.0,"Østergade 51, 4970 Denmark",54.695624,11.393973,1819-01-01,1819.0,2008.0,1819-01-01,,1819.0,
481,286,Rødding Apotek,6,Kongevej 2,6630.0,01-01-1839 00:00,,1083.0,575.0,1083.0,"Kongevej 2, 6630 Denmark",55.369002,9.059565,1839-01-01,1839.0,2008.0,1839-01-01,,1839.0,
482,287-1,Rødekro Apotek,7,Østergade 6,6230.0,05Oct2015 0:00:00.000,,1083.0,580.0,1083.0,"Østergade 6, 6230 Denmark",55.06998,9.336114,2015-10-05,2015.0,2015.0,2015-10-05,,2015.0,
483,287-A1,Rødekro Apoteksudsalg,8,Østergade 6,6230.0,,05Oct2015 0:00:00.000,1083.0,580.0,1083.0,"Østergade 6, 6230 Denmark",55.06998,9.336114,,,2008.0,,2015-10-05,,2015.0
484,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610.0,01Jan1937 0:00:00.000,,1084.0,175.0,1084.0,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.6806,12.4537,1937-01-01,1937.0,2008.0,1937-01-01,,1937.0,
485,354-2,Rødovre Krone Apotek,7,"Rødovre Centrum 1R, st. 6",2610.0,29Aug2016 0:00:00.000,,1084.0,175.0,1084.0,"Rødovre Centrum 1R, st. 6, 2610 Denmark",55.6806,12.4537,2016-08-29,2016.0,2016.0,2016-08-29,,2016.0,
486,360-A2,Rødovrevej Apoteksudsalg,8,Fortvej 5,2610.0,,03Aug2015 0:00:00.000,1084.0,175.0,1084.0,"Fortvej 5, 2610 Denmark",55.695916,12.458643,,,2008.0,,2015-08-03,,2015.0
487,070-2,Rønde Apotek,7,Ceresvej 16-18,8410.0,07Dec2015 0:00:00.000,,1082.0,706.0,1082.0,"Ceresvej 16-18, 8410 Denmark",56.3003988,10.4774679,2015-12-07,2015.0,2015.0,2015-12-07,,2015.0,
488,070-1-A2,Rønde Apoteksudsalg,8,Ceresvej 16-18,8410.0,,07Dec2015 0:00:00.000,1082.0,706.0,1082.0,"Ceresvej 16-18, 8410 Denmark",56.3003988,10.4774679,,,2008.0,,2015-12-07,,2015.0
489,042,Rønne Apotek,6,Store Torvegade 12,3700.0,01-01-1760 00:00,,1084.0,400.0,1084.0,"Store Torvegade 12, 3700 Denmark",55.103619,14.6995,1760-01-01,1760.0,2008.0,1760-01-01,,1760.0,
490,191-1,Rådhusapoteket Helsinge,7,Frederiksborgvej 20,3200.0,26Oct2015 0:00:00.000,,1084.0,270.0,1084.0,"Frederiksborgvej 20, 3200 Denmark",56.019687,12.200267,2015-10-26,2015.0,2015.0,2015-10-26,,2015.0,
491,056,Sakskøbing Apotek,6,Søndergade 9,4990.0,01-01-1804 00:00,01Dec2017 0:00:00.000,1085.0,376.0,1085.0,"Søndergade 9, 4990 Denmark",54.798908,11.636579,1804-01-01,1804.0,2008.0,1804-01-01,2017-12-01,1804.0,2017.0
492,013-2,Sakskøbing Løve Apotek,7,Søndergade 11,4990.0,15Sep2017 0:00:00.000,,1085.0,376.0,1085.0,"Søndergade 11, 4990 Denmark",54.798709,11.6368,2017-09-15,2017.0,2017.0,2017-09-15,,2017.0,
493,105-A1,Saltum Apoteksudsalg,8,Tinghøjgade 13,9493.0,01-01-1857 00:00,01Jun2014 0:00:00.000,1081.0,849.0,1081.0,"Tinghøjgade 13, 9493 Denmark",57.2800018,9.6975274,1857-01-01,1857.0,2008.0,1857-01-01,2014-06-01,1857.0,2014.0
494,071,Samsø Apotek,6,"Langgade 6, Tranebjerg",8305.0,01-01-1815 00:00,01Jan2005 0:00:00.000,70.0,741.0,,"Langgade 6, Tranebjerg, 8305 Denmark",55.831852,10.594743,1815-01-01,1815.0,2008.0,1815-01-01,2005-01-01,1815.0,2005.0
495,096-1,Samsø Apotek,7,"Langgade 6, Tranebjerg",8305.0,01Jan2005 0:00:00.000,,1082.0,741.0,1082.0,"Langgade 6, Tranebjerg, 8305 Denmark",55.831852,10.594743,2005-01-01,2005.0,2008.0,2005-01-01,,2005.0,
496,053-2,Sct. Mathias Apotek,7,"Sct. Mathias Gade 38, lejemål 202",8800.0,01Feb2018 0:00:00.000,,1082.0,791.0,1082.0,"Sct. Mathias Gade 38, lejemål 202, 8800 Denmark",56.4532,9.402,2018-02-01,2018.0,2018.0,2018-02-01,,2018.0,
497,161-2,Sct. Nicolai Apotek Vest,7,Kvickly Storcenter Vestergade 167,5700.0,01Sep2016 0:00:00.000,,1083.0,479.0,1083.0,"Kvickly Storcenter Vestergade 167, 5700 Denmark",55.0598,10.6068,2016-09-01,2016.0,2016.0,2016-09-01,,2016.0,
498,204,Silkeborg Himmelbjerg Apotek,6,Borgergade 20,8600.0,01Jan1903 0:00:00.000,,1082.0,740.0,1082.0,"Borgergade 20, 8600 Denmark",55.9097758,9.2574285,1903-01-01,1903.0,2008.0,1903-01-01,,1903.0,
499,204-1,Silkeborg Nørrevænget Apotek,7,Viborgvej 16 D,8600.0,01Mar2018 0:00:00.000,,1082.0,740.0,1082.0,"Viborgvej 16 D, 8600 Denmark",56.184645,9.5440621,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,
500,344,Silkeborg Svane Apotek,6,Torvet 9,8600.0,01Jan1938 0:00:00.000,,1082.0,740.0,1082.0,"Torvet 9, 8600 Denmark",54.990375,9.8644141,1938-01-01,1938.0,2008.0,1938-01-01,,1938.0,
501,089,Silkeborg Ørne Apotek,13,Vestergade 9,8600.0,01-01-1842 00:00,,1082.0,740.0,1082.0,"Vestergade 9, 8600 Denmark",55.0748286,14.8346904,1842-01-01,1842.0,2008.0,1842-01-01,,1842.0,
502,208,Sindal Apotek,6,Vestergade 2 A,9870.0,31Dec2004 0:00:00.000,31Dec2004 0:00:00.000,80.0,839.0,,"Vestergade 2 A, 9870 Denmark",57.4707129,10.1994336,2004-12-31,2004.0,2008.0,2004-12-31,2004-12-31,2004.0,2004.0
503,356-1,Sindal Apotek,7,Vestergade 2 A,9870.0,01Jan2005 0:00:00.000,,1081.0,860.0,1081.0,"Vestergade 2 A, 9870 Denmark",57.4707129,10.1994336,2005-01-01,2005.0,2008.0,2005-01-01,,2005.0,
504,212,Skagen Apotek,6,Sct. Laurentiivej 44,9990.0,01Jan1903 0:00:00.000,,1081.0,813.0,1081.0,"Sct. Laurentiivej 44, 9990 Denmark",57.7209,10.5839,1903-01-01,1903.0,2008.0,1903-01-01,,1903.0,
505,063-1,Skalborg Apotek,7,Otto Mønsteds Vej 1,9200.0,18Aug2018 0:00:00.000,,1081.0,851.0,1081.0,"Otto Mønsteds Vej 1, 9200 Denmark",57.014997,9.89405,2018-08-18,2018.0,2018.0,2018-08-18,,2018.0,
506,060,Skanderborg Apotek,6,Adelgade 61,8660.0,01-01-1806 00:00,,1082.0,746.0,1082.0,"Adelgade 61, 8660 Denmark",56.033381,9.931795,1806-01-01,1806.0,2008.0,1806-01-01,,1806.0,
507,060-2,Skanderborg Apotek - Filial Bloms,7,Adelgade 61,8660.0,16Nov2015 0:00:00.000,01Jan2020 0:00:00.000,1082.0,746.0,1082.0,"Adelgade 61, 8660 Denmark",56.033381,9.931795,2015-11-16,2015.0,2015.0,2015-11-16,2020-01-01,2015.0,2020.0
508,317-1,Skejby Apotek,7,Skelagervej 5,8200.0,18Jan2016 0:00:00.000,,1082.0,751.0,1082.0,"Skelagervej 5, 8200 Denmark",56.1929812,10.1936395,2016-01-18,2016.0,2016.0,2016-01-18,,2016.0,
509,317-A1,Skejby Apoteksudsalg,8,Skejbycentret,8200.0,,18Jan2016 0:00:00.000,1082.0,751.0,1082.0,"Skejbycentret, 8200 Denmark",56.1663,10.1987,,,2008.0,,2016-01-18,,2016.0
510,130,Skibby Apotek,6,Hovedgaden 40,4050.0,01-01-1876 00:00,,1084.0,250.0,1084.0,"Hovedgaden 40, 4050 Denmark",55.751455,11.959362,1876-01-01,1876.0,2008.0,1876-01-01,,1876.0,
511,255-2,Skipperen Apotek,7,Vestre Alle 7,9000.0,01Oct2018 0:00:00.000,,1081.0,851.0,1081.0,"Vestre Alle 7, 9000 Denmark",57.033384,9.907472,2018-10-01,2018.0,2018.0,2018-10-01,,2018.0,
512,053,Skive Løve Apotek,6,Posthustorvet 1A,7800.0,01-01-1801 00:00,,1082.0,779.0,1082.0,"Posthustorvet 1A, 7800 Denmark",56.565328,9.026396,1801-01-01,1801.0,2008.0,1801-01-01,,1801.0,
513,053-1,Skive Løve Apotek City Vest,7,Holstebrovej 68b,7800.0,02Dec2015 0:00:00.000,,1082.0,779.0,1082.0,"Holstebrovej 68b, 7800 Denmark",56.569332,9.005098,2015-12-02,2015.0,2015.0,2015-12-02,,2015.0,
514,273,Skive Svane Apotek,6,Sdr. Boulevard 7,7800.0,01Jan1917 0:00:00.000,,1082.0,779.0,1082.0,"Sdr. Boulevard 7, 7800 Denmark",56.535863,9.0378215,1917-01-01,1917.0,2008.0,1917-01-01,,1917.0,
515,305,Skjern Apotek,13,Bredgade 44B,6900.0,01Jan1921 0:00:00.000,,1082.0,760.0,1082.0,"Bredgade 44B, 6900 Denmark",55.946996,8.494403,1921-01-01,1921.0,2008.0,1921-01-01,,1921.0,
516,360,Skovlunde Apotek,6,Torvestrædet 2,2740.0,01Jan1966 0:00:00.000,,1084.0,151.0,1084.0,"Torvestrædet 2, 2740 Denmark",55.8696083,12.3558922,1966-01-01,1966.0,2008.0,1966-01-01,,1966.0,
517,058,Skælskør Apotek,6,Algade 21,4230.0,01-01-1805 00:00,,1085.0,330.0,1085.0,"Algade 21, 4230 Denmark",55.253746,11.294236,1805-01-01,1805.0,2008.0,1805-01-01,,1805.0,
518,294,Skærbæk Apotek,6,Storegade 43,6780.0,01-01-1858 00:00,31May2001 0:00:00.000,50.0,,,"Storegade 43, 6780 Denmark",55.15824,8.763452,1858-01-01,1858.0,2008.0,1858-01-01,2001-05-31,1858.0,2001.0
519,295-1,Skærbæk Apotek,7,Storegade 40,6780.0,01Jun2001 0:00:00.000,,1083.0,550.0,1083.0,"Storegade 40, 6780 Denmark",55.15857,8.762733,2001-06-01,2001.0,2008.0,2001-06-01,,2001.0,
520,220,Skørping Apotek,6,Sverriggårdsvej 10,9520.0,01Jan1906 0:00:00.000,,1081.0,840.0,1081.0,"Sverriggårdsvej 10, 9520 Denmark",56.836407,9.889342,1906-01-01,1906.0,2008.0,1906-01-01,,1906.0,
521,012-2,Slagelse Løve Apotek,7,"Vestsjællandscenteret 10A, Butik 26",4200.0,14Oct2016 0:00:00.000,,1085.0,330.0,1085.0,"Vestsjællandscenteret 10A, Butik 26, 4200 Denmark",55.4028,11.3546,2016-10-14,2016.0,2016.0,2016-10-14,,2016.0,
522,169,Slagelse Rådhusapoteket,6,Smedegade 8,4200.0,01-01-1897 00:00,,1085.0,330.0,1085.0,"Smedegade 8, 4200 Denmark",55.4058687,11.3606258,1897-01-01,1897.0,2008.0,1897-01-01,,1897.0,
523,022,Slagelse Svane Apotek,6,"Jernbanegade 7, st. 4",4200.0,01-01-1753 00:00,,1085.0,330.0,1085.0,"Jernbanegade 7, st. 4, 4200 Denmark",55.4028,11.3546,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
524,068-1,Slangerup Apotek,7,Kongensgade 16,3550.0,04Jan2016 0:00:00.000,,1084.0,250.0,1084.0,"Kongensgade 16, 3550 Denmark",55.846115,12.171946,2016-01-04,2016.0,2016.0,2016-01-04,,2016.0,
525,068-A1,Slangerup Apoteksudsalg,8,Kongensgade 14 A,3550.0,,04Jan2016 0:00:00.000,1084.0,250.0,1084.0,"Kongensgade 14 A, 3550 Denmark",55.8495116,12.1727954,,,2008.0,,2016-01-04,,2016.0
526,239-1,Slotscentret Apotek,7,"Slotsvolden 7, st. 1",4300.0,12Jun2019 0:00:00.000,,1085.0,316.0,1085.0,"Slotsvolden 7, st. 1, 4300 Denmark",55.7167,11.7167,2019-06-12,2019.0,2019.0,2019-06-12,,2019.0,
527,361-3,Slotsgade Apotek,7,Slotsgade 8-14,9000.0,16Nov2018 0:00:00.000,,1081.0,851.0,1081.0,"Slotsgade 8-14, 9000 Denmark",57.0489711,9.9256466,2018-11-16,2018.0,2018.0,2018-11-16,,2018.0,
528,332-1,Sluseholmens Apotek,7,Lone Kellermanns Vej 21 st,2450.0,19Nov2018 0:00:00.000,,1084.0,101.0,1084.0,"Lone Kellermanns Vej 21 st, 2450 Denmark",55.644679,12.549244,2018-11-19,2018.0,2018.0,2018-11-19,,2018.0,
529,225-4,Smørum Apotek,7,Flodvej 75 M,2765.0,05Sep2016 0:00:00.000,,1084.0,240.0,1084.0,"Flodvej 75 M, 2765 Denmark",55.7321773,12.3089435,2016-09-05,2016.0,2016.0,2016-09-05,,2016.0,
530,225-A3,Smørum Apoteksudsalg,8,Flodvej 75 L,2765.0,01Jun2000 0:00:00.000,05Sep2016 0:00:00.000,1084.0,151.0,1084.0,"Flodvej 75 L, 2765 Denmark",55.7321773,12.3089435,2000-06-01,2000.0,2008.0,2000-06-01,2016-09-05,2000.0,2016.0
531,116-A1,Snertinge Apoteksudsalg,8,Nykøbingvej 14,4460.0,01Dec2002 0:00:00.000,31Mar2006 0:00:00.000,,,,"Nykøbingvej 14, 4460 Denmark",55.713453,11.383652,2002-12-01,2002.0,2008.0,2002-12-01,2006-03-31,2002.0,2006.0
532,096-A2,Solbjerg Apoteksudsalg,8,Solbjerg Hovedgade 92,8355.0,,,1082.0,751.0,1082.0,"Solbjerg Hovedgade 92, 8355 Denmark",56.0462551,10.0822318,,,2008.0,,,,
533,014-1,Solrød Apotek,7,Solrød Center 78,2680.0,,,1085.0,269.0,1085.0,"Solrød Center 78, 2680 Denmark",55.533005,12.21967,,,2008.0,,,,
534,092-3,Solsidens Apotek,7,"Vestergade 30, Butik 2",9400.0,01Feb2016 0:00:00.000,,1081.0,851.0,1081.0,"Vestergade 30, Butik 2, 9400 Denmark",57.0483,9.9352,2016-02-01,2016.0,2016.0,2016-02-01,,2016.0,
535,059-1,Sorgenfri Apotek,7,Sorgenfri Torv 19,2830.0,06Nov2017 0:00:00.000,,1084.0,173.0,1084.0,"Sorgenfri Torv 19, 2830 Denmark",55.780847,12.482037,2017-11-06,2017.0,2017.0,2017-11-06,,2017.0,
536,059-A1,Sorgenfri Apoteksudsalg,8,"Sorgenfri Torv, Grønnevej 8",2830.0,01Aug2017 0:00:00.000,06Nov2017 0:00:00.000,1084.0,173.0,1084.0,"Sorgenfri Torv, Grønnevej 8, 2830 Denmark",55.7949,12.451,2017-08-01,2017.0,2017.0,2017-08-01,2017-11-06,2017.0,2017.0
537,349-A2,Sorgenfri Apoteksudsalg,8,"Sorgenfri Torv, Grønnevej 8",2830.0,,31Jul2017 0:00:00.000,1084.0,173.0,1084.0,"Sorgenfri Torv, Grønnevej 8, 2830 Denmark",55.7949,12.451,,,2008.0,,2017-07-31,,2017.0
538,007,Sorø Apotek,6,Storgade 19 A,4180.0,01-01-1753 00:00,,1085.0,340.0,1085.0,"Storgade 19 A, 4180 Denmark",55.4313908,11.555763,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
539,028,Stege Apotek,6,Storegade 6,4780.0,01-01-1753 00:00,,1085.0,390.0,1085.0,"Storegade 6, 4780 Denmark",54.983005,12.283544,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
540,207,Stenlille Apotek,6,Hovedgaden 48,4295.0,01Jan1903 0:00:00.000,,1085.0,340.0,1085.0,"Hovedgaden 48, 4295 Denmark",55.540055,11.590952,1903-01-01,1903.0,2008.0,1903-01-01,,1903.0,
541,369,Stenløse Apotek,13,Egedal Centret 2,3660.0,01Jun2004 0:00:00.000,,1084.0,240.0,1084.0,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,2004.0,2008.0,2004-06-01,,2004.0,
542,068-111,Stenløse Apotek Filial,7,Stenløse Centret 2,3660.0,,31May2004 0:00:00.000,20.0,235.0,,"Stenløse Centret 2, 3660 Denmark",55.7683,12.1972,,,2008.0,,2004-05-31,,2004.0
543,067,Stevns Apotek,6,Nytorv 5,4660.0,01-01-1815 00:00,,1085.0,336.0,1085.0,"Nytorv 5, 4660 Denmark",55.309773,12.387836,1815-01-01,1815.0,2008.0,1815-01-01,,1815.0,
544,352-1,Stjerneapoteket Storcenter Nord,7,Finlandsgade 17,8200.0,01Jul2015 0:00:00.000,,1082.0,751.0,1082.0,"Finlandsgade 17, 8200 Denmark",56.169353,10.188777,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
545,250,Stoholm Apotek,6,Johan Bittmannsvej 2 C,7850.0,01Jan1914 0:00:00.000,01Sep2018 0:00:00.000,1082.0,791.0,1082.0,"Johan Bittmannsvej 2 C, 7850 Denmark",56.5476,8.9522,1914-01-01,1914.0,2008.0,1914-01-01,2018-09-01,1914.0,2018.0
